ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
210133100,514600,29337049,1651,MULBERRY AVE,,PAR X HIGHLAND PARK,7710.12
290266006,280700,29337050,115,ELLIOTT AVE,,LOT 6 PH III BURNET COMMONS,0
290266005,271600,29337051,117,ELLIOTT AVE,,LOT 5 PH III BURNET COMMONS,0
290266004,271600,29337052,119,ELLIOTT AVE,,LOT 4 PH III BURNET COMMONS,0
290266003,271600,29337053,121,ELLIOTT AVE,,LOT 3 PH III BURNET COMMONS,0
290266002,271000,29337054,123,ELLIOTT AVE,,LOT 2 PH III BURNET COMMONS,0
290266001,284800,29337055,125,ELLIOTT AVE,,LOT 1 PH III BURNET COMMONS,0
290266007,332900,29337056,201,BURNET ST,,LOT 7 PH III BURNET COMMONS,0
290266008,396200,29337057,205,BURNET ST,,LOT 8 PH III BURNET COMMONS,0
290266009,545200,29337058,209,BURNET ST,,LOT 9 PH III BURNET COMMONS,0
290266010,553800,29337059,213,BURNET ST,,LOT 10 PH III BURNET COMMONS,0
290266011,555400,29337060,217,BURNET ST,,LOT 11 PH III BURNET COMMONS,0
290266014,471600,29337061,229,BURNET ST,,LOT 14 PH III BURNET COMMONS,0
290266017,110000,29337062,239,BURNET ST,,LOT 17 PH III BURNET COMMONS,0
290266018,376000,29337063,243,BURNET ST,,LOT 18 PH III BURNET COMMONS,0
290266012,536000,29337064,221,BURNET ST,,LOT 12 PH III BURNET COMMONS,0
290266013,400700,29337065,225,BURNET ST,,LOT 13 PH III BURNET COMMONS,0
290267000,327600,29337066,528,RIDGE ST,,LOT - REAR,13895.64
290272000,590700,29337067,518,RIDGE ST,,LOT 2,0
290271000,752100,29337068,522,RIDGE ST,,LOT 3,0
290270000,318300,29337069,524,RIDGE ST,,LOT,13111.56
290269000,364400,29337070,526,RIDGE ST,,LOT,7797.24
290268000,300400,29337071,530,RIDGE ST,,LOT & STRIP,7143.84
290266AA0,39200,29337072,0,ELLIOTT AVE,,RESIDUE PH III BURNET COMMONS,7100.28
540120000,1905200,29337073,1010,LITTLE HIGH ST,,LOTS 7 & 8,15942.96
560085O00,269100,29337074,1427,MIDLAND ST,,LOT 11A SUNRISE PARK,1219.68
560085P00,269100,29337075,1429,MIDLAND ST,,LOT 11B SUNRISE PARK,1219.68
560085Q00,243600,29337076,1431,MIDLAND ST,,LOT 12A SUNRISE PARK,1350.36
560085Q00,243600,29337076,1431,MIDLAND ST,,LOT 12A SUNRISE PARK,1350.36
560085S00,222000,29337077,515,NASSAU ST,,LOT 13A & PAR Y SUNRISE PARK,1481.04
560085T00,222100,29337078,513,NASSAU ST,,LOT 13B SUNRISE PARK,1393.92
560085W00,84100,29337079,404,CARL SMITH ST,,REVISED LOT 15 SUNRISE PARK,12763.08
560085I00,222500,29337080,1418,SUNRISE PARK LN,,LOT 8A & PAR X SUNRISE PARK,1306.8
560085J00,218400,29337081,1420,SUNRISE PARK LN,,LOT 8B SUNRISE PARK,1263.24
560085K00,265500,29337082,1419,MIDLAND ST,,LOT 9A SUNRISE PARK,1219.68
560085L00,265500,29337083,1421,MIDLAND ST,,LOT 9B SUNRISE PARK,1219.68
560085N00,265500,29337084,1425,MIDLAND ST,,LOT 10B SUNRISE PARK,1219.68
560085M00,265500,29337085,1423,MIDLAND ST,,LOT 10A SUNRISE PARK,1219.68
560085R00,236800,29337086,1433,MIDLAND ST,,LOT 12B SUNRISE PARK,1568.16
560085U00,223700,29337087,511,NASSAU ST,,LOT 14A & PAR Z SUNRISE PARK,1481.04
560085V00,223900,29337088,509,NASSAU ST,,LOT 14B SUNRISE PARK,1393.92
290266000,0,29337089,0,ELLIOTT AVE,,OPEN SPACE PH III BURNET COMMONS,16596.36
290266000,0,29337089,0,ELLIOTT AVE,,OPEN SPACE PH III BURNET COMMONS,16596.36
560113000,225300,29337090,123,FRANKLIN ST,,"LOT B, .261 ACRES WOOLEN MILLS",0
560109000,1080000,29337091,1518,E MARKET ST,,PARCEL G& LOT A  WOOLEN MILLS,0
42C047000,389200,29337092,2511,KERRY LN,,LOT 4 BK 1 SEC 1A BEECHWOOD,12327.48
0700022L0,1348100,29337093,2023,IVY RD,,LOT 3 SEC 1 UNIV ACRES,17258.472
070002200,302900,29337094,2023,IVY RD,,LOT 3 SEC 1 UNIV ACRES,3889.908
100068000,55890500,29337095,1000,W MAIN ST,,LOT & LOT 6,0
310555000,0,29337096,0,UNKNOWN,,RAILROAD LOT,0
320555000,0,29337097,0,UNKNOWN,,RAILROAD LOT,0
280555000,0,29337098,0,UNKNOWN,,RAILROAD LOT,0
43B555000,0,29337099,0,UNKNOWN,,RAILROAD LOT,0
460555000,0,29337100,0,UNKNOWN,,RAILROAD LOT,0
43C555000,0,29337101,0,UNKNOWN,,RAILROAD LOT,0
070555000,0,29337102,0,UNKNOWN,,RAILROAD LOT,0
43A555000,0,29337103,0,UNKNOWN,,RAILROAD LOT,0
080555000,0,29337104,0,UNKNOWN,,RAILROAD LOT,0
350555000,0,29337105,0,UNKNOWN,,RAILROAD LOT,0
340555000,0,29337106,0,UNKNOWN,,RAILROAD LOT,0
090555000,0,29337107,0,UNKNOWN,,RAILROAD LOT,0
300555000,0,29337108,840,W MAIN ST,,RAILROAD LOT,0
100555000,0,29337109,0,UNKNOWN,,RAILROAD LOT,0
450555000,0,29337110,0,UNKNOWN,,RAILROAD LOT,0
430555000,0,29337111,0,UNKNOWN,,RAILROAD LOT,0
440555000,0,29337112,0,UNKNOWN,,RAILROAD LOT,0
160555000,0,29337113,0,UNKNOWN,,RAILROAD LOT,0
210555000,0,29337114,0,UNKNOWN,,RAILROAD LOT,0
180555000,0,29337115,0,UNKNOWN,,RAILROAD LOT,0
170555000,0,29337116,0,UNKNOWN,,RAILROAD LOT,0
18A555000,0,29337117,0,UNKNOWN,,RAILROAD LOT,0
290555000,0,29337118,0,UNKNOWN,,RAILROAD LOT,0
290070200,83900,29337119,0,5TH ST SW,,LOT,4268.88
530555000,0,29337120,0,UNKNOWN,,RAILROAD LOT,0
580555000,0,29337121,0,UNKNOWN,,RAILROAD LOT,0
540555000,0,29337122,0,UNKNOWN,,RAILROAD LOT,0
570555000,0,29337123,0,UNKNOWN,,RAILROAD LOT,0
560555000,0,29337124,0,UNKNOWN,,RAILROAD LOT,0
17A555000,0,29337125,0,UNKNOWN,,RAILROAD LOT,0
110555000,0,29337126,0,UNKNOWN,,RAILROAD LOT,0
560043000,675600,29337127,1339,CARLTON AVE,,LOT D,45041.04
170022001,623100,29337128,2317,PRICE AVE,A&B,LOT 16 MAURY ADD,10585.08
170022000,623100,29337129,2315,PRICE AVE,A&B,LOTS 16 & 17 MAURY ADD,10585.08
590379000,0,29337130,0,RIALTO ST,,RIALTO BEACH OPEN SPACE A&B,61419.6
590379001,125600,29337131,1602,RIALTO ST,,LOT 1 RIALTO BEACH,2700.72
590379006,506400,29337132,1612,RIALTO ST,,LOT 6 RIALTO BEACH,3005.64
590379007,525300,29337133,1614,RIALTO ST,,LOT 7 RIALTO BEACH,3005.64
590379008,472400,29337134,1616,RIALTO ST,,LOT 8 RIALTO BEACH,2874.96
590379009,338900,29337135,1618,RIALTO ST,,LOT 9 RIALTO BEACH,2874.96
590379010,318700,29337136,1620,RIALTO ST,,LOT 10 RIALTO BEACH,2874.96
590379011,125600,29337137,1622,RIALTO ST,,LOT 11 RIALTO BEACH,2221.56
590379012,125600,29337138,1624,RIALTO ST,,LOT 12 RIALTO BEACH,3136.32
590379013,125600,29337139,1626,RIALTO ST,,LOT 13 RIALTO BEACH,3354.12
590379014,125600,29337140,1628,RIALTO ST,,LOT 14 RIALTO BEACH,2787.84
590379015,125600,29337141,1630,RIALTO ST,,LOT 15 RIALTO BEACH,2221.56
590379016,125600,29337142,1632,RIALTO ST,,LOT 16 RIALTO BEACH,2221.56
590379017,125600,29337143,1634,RIALTO ST,,LOT 17 RIALTO BEACH,2657.16
590379018,113100,29337144,1636,RIALTO ST,,LOT 18 RIALTO BEACH,3049.2
590379019,113100,29337145,1638,RIALTO ST,,LOT 19 RIALTO BEACH,3441.24
260016001,68300,29337146,0,1ST ST S,,"PT LOTS 3,4,5&6",9321.84
200023000,710000,29337147,104,OAK LAWN CT,,REVISED LOT 8 BK B OAKLAWNS,9321.84
200025000,131300,29337148,112,OAK LAWN CT,,REVISED LOT 4 BK C OAKLAWNS,4530.24
200025001,544000,29337149,116,OAK LAWN CT,,REVISED LOT 6 BK C OAKLAWNS,5401.44
200025002,137500,29337150,120,OAK LAWN CT,,REVISED LOT 8 BK C OAKLAWNS,6011.28
200025003,742800,29337151,124,OAK LAWN CT,,REVISED LOT 10 BK C OAKLAWNS,7971.48
200022002,633300,29337152,108,OAK LAWN DR,,REVISED LOT 9 BK B OAKLAWNS,6708.24
200022001,646800,29337153,102,OAK LAWN DR,,REVISED LOT 10 BK B OAKLAWNS,7361.64
200022000,632300,29337154,100,OAK LAWN DR,,REVISED 11 BK B OAKLAWNS,7187.4
40B004500,4271400,29337155,1212,CEDARS CT,,PARCEL A-3B,0
40B004100,5105200,29337156,1228-30,CEDARS CT,,"LOTS A-1A,A-1B,A-2 & 4",138346.56
030060120,1043800,29337157,121,ROBINSON WOODS,,"LOT 12, A&B ROBINSON WOODS",0
560008100,1039300,29337158,128,CARLTON RD,,.395 ACRES & PARCEL B,17206.2
260001000,686900,29337159,214,LANKFORD AVE,,LOTS 1 & 2,32670
490184000,320500,29337160,1141,ST CLAIR AVE,,LOT 156 LOCUST GROVE,4356
490184001,320500,29337161,1143,ST CLAIR AVE,,LOT 157 LOCUST GROVE,4356
070001110,1700,29337162,0,IVY RD,,PARCEL Y-1,1568.16
280016000,100,29337163,118-120,W MAIN ST,,MAIN AND SECOND OF CHARLOTTESVILLE CONDOMINIUM,6098.4
280016001,704100,29337164,118,W MAIN ST,A,UNIT A MAIN AND SECOND OF CHARLOTTESVILLE CONDO,2134.44
280016002,924500,29337165,118,W MAIN ST,B,UNIT B MAIN AND SECOND OF CHARLOTTESVILLE CONDO,3092.76
280016003,367900,29337166,118,W MAIN ST,C,UNIT C MAIN AND SECOND OF CHARLOTTESVILLE CONDO,1215.324
280016005,500300,29337167,118,W MAIN ST,E,UNIT E MAIN AND SECOND OF CHARLOTTESVILLE CONDO,1428.768
280016004,315400,29337168,118,W MAIN ST,D,UNIT D MAIN AND SECOND OF CHARLOTTESVILLE CONDOMINIUM,1041.084
280016006,447900,29337169,118,W MAIN ST,F,UNIT F MAIN AND SECOND OF CHARLOTTESVILLE CONDO,1467.972
280016007,818100,29337170,118,W MAIN ST,G,UNIT G MAIN AND SECOND OF CHARLOTTESVILLE CONDO,1977.624
280016008,261000,29337171,118,W MAIN ST,H,UNIT H MAIN AND SECOND OF CHARLOTTESVILLE CONDO,849.42
280016009,195500,29337172,118,W MAIN ST,I,UNIT I MAIN AND SECOND OF CHARLOTTESVILLE CONDO,509.652
570157B00,6000,29337173,0,WATER ST,,NEW COAL TOWER LOT WATER STREET PROMENADE,0
570157003,1236900,29337174,1051,E WATER ST,,NEW LOT 3 PH II WATER STREET PROMENADE,0
570157004,1233900,29337175,1053,E WATER ST,,NEW LOT 4 PH II WATER STREET PROMENADE,0
570157005,1233900,29337176,1055,E WATER ST,,NEW LOT 5 PH II WATER STREET PROMENADE,0
570157006,1233900,29337177,1057,E WATER ST,,NEW LOT 6 PH II WATER STREET PROMENADE,0
570157007,1233900,29337178,1059,E WATER ST,,NEW LOT 7 PH II WATER STREET PROMENADE,0
570157008,1299400,29337179,1061,E WATER ST,,NEW LOT 8 PH II WATER STREET PROMENADE,0
570157009,1312400,29337180,1063,E WATER ST,,REVISED LOT 9 PH II WATER STREET PROMENADE,0
570157010,1311400,29337181,1065,E WATER ST,,REVISED LOT 10 PH II WATER STREET PROMENADE,0
570157011,1298400,29337182,1071,E WATER ST,,REVISED LOT 11 PH II WATER STREET PROMENADE,0
570157012,1354200,29337183,1073,E WATER ST,,REVISED LOT 12 PH II WATER STREET PROMENADE,0
570157013,1325100,29337184,1075,E WATER ST,,REVISED LOT 13 PH II WATER STREET PROMENADE,0
570157014,1435400,29337185,1077,E WATER ST,,REVISED LOT 14 PH II WATER STREET PROMENADE,0
570157015,1379100,29337186,1081,E WATER ST,,REVISED LOT 15 PH II WATER STREET PROMENADE,0
570157016,1301000,29337187,1083,E WATER ST,,REVISED LOT 16 PH II WATER STREET PROMENADE,0
570157017,1324800,29337188,1085,E WATER ST,,REVISED LOT 17 PH II WATER STREET PROMENADE,0
570157018,1272800,29337189,1087,E WATER ST,,REVISED LOT 18 PH I WATER STREET PROMENADE,0
570157019,1322600,29337190,1089,E WATER ST,,REVISED LOT 19 PH I WATER STREET PROMENADE,0
570157020,181500,29337191,0,WATER ST,,NEW LOT 20 PH III WATER STREET PROMENADE,0
570157020,181500,29337191,0,WATER ST,,NEW LOT 20 PH III WATER STREET PROMENADE,0
570157021,165000,29337192,0,WATER ST,,NEW LOT 21 PH III WATER STREET PROMENADE,0
570157021,165000,29337192,0,WATER ST,,NEW LOT 21 PH III WATER STREET PROMENADE,0
570157022,165000,29337193,0,WATER ST,,NEW LOT 22 PH III WATER STREET PROMENADE,0
570157022,165000,29337193,0,WATER ST,,NEW LOT 22 PH III WATER STREET PROMENADE,0
570157023,165000,29337194,0,WATER ST,,NEW LOT 23 PH III WATER STREET PROMENADE,0
570157023,165000,29337194,0,WATER ST,,NEW LOT 23 PH III WATER STREET PROMENADE,0
570157024,165000,29337195,0,WATER ST,,NEW LOT 24 PH III WATER STREET PROMENADE,0
570157024,165000,29337195,0,WATER ST,,NEW LOT 24 PH III WATER STREET PROMENADE,0
22B350A00,13000,29337196,0,CHERRY AVE-SHAMROCK RD,,PARCEL A,80586
190010001,278800,29337197,0,ETON RD,,LOT C ETON CIRCLE,96441.84
22B179000,4500400,29337198,474-506,CLEVELAND AVE,,"LOTS A,B,C&D & PAR D&E JOHNSON VILLAGE 3",0
250068130,664600,29337199,124,BURNET WAY,,LOT 13 BURNET CMNS THE WOODS,0
560106000,179600,29337200,722,FRANKLIN ST,,LOT 12 BK 16 CARLTON,3179.88
560105000,148500,29337201,720,FRANKLIN ST,,LOT 11 BK 16 CARLTON,3963.96
560103000,222300,29337202,718,FRANKLIN ST,,LOTS 9 & 10 BK 16 CARLTON,6882.48
560101A00,373900,29337203,708,FRANKLIN ST,,REVISED PARCEL C BK 16 CARLTON,16247.88
560101000,277300,29337204,706,FRANKLIN ST,,LOT B & PARCEL X BK16 CARLTON,8363.52
560101B00,230400,29337205,600,MASON ST,,PARCEL A BK16 CARLTON,7187.4
560100000,104100,29337206,702,FRANKLIN ST,,LOTS 16 & 17 BK 16 CARLTON,6795.36
590083000,160600,29337207,1201,6TH ST SE,,LOT 11 BK 46 BELMONT,2352.24
590084000,216200,29337208,603,DRUID AVE,,LOT 12 BK 46 BELMONT,6054.84
580282000,141200,29337209,205,MONTICELLO RD,,LOT 46-A,1393.92
610094C00,181800,29337210,806,NASSAU ST,,LOT C  BK 22 CARLTON,2787.84
610094B00,39100,29337211,0,NASSAU ST,,LOT B  BK 22 CARLTON,4312.44
610094000,159300,29337212,802,NASSAU ST,,LOT A BK 22 CARLTON,3615.48
610094D00,192500,29337213,808,NASSAU ST,,LOT D  BK 22 CARLTON,5619.24
160109000,647500,29337214,100,CARROLLTON TER,,LOT 2 CARROLLTON MANOR,0
280099000,1255200,29337215,204,W SOUTH ST,,LOT,7579.44
280098000,900900,29337216,208,W SOUTH ST,,LOT & PARCEL X,7535.88
280100000,1933300,29337217,200,W SOUTH ST,,LOT,12588.84
350049000,406500,29337218,700,ROSE HILL DR,,LOT 1 BK 29 ROSE HILL,6751.8
350047000,407800,29337219,704,ROSE HILL DR,,LOT II BK 29 ROSE HILL,6054.84
6002522L0,344800,29337220,361,QUARRY RD,,LOT 12 BELMONT VILLAGE,1873.08
6002522M0,309600,29337221,359,QUARRY RD,,LOT 13 BELMONT VILLAGE,1655.28
6002522N0,309600,29337222,357,QUARRY RD,,LOT 14 BELMONT VILLAGE,1655.28
6002522O0,309600,29337223,355,QUARRY RD,,LOT 15 BELMONT VILLAGE,1655.28
6002522P0,309600,29337224,353,QUARRY RD,,LOT 16 BELMONT VILLAGE,1655.28
6002522Q0,309600,29337225,351,QUARRY RD,,LOT 17 BELMONT VILLAGE,1655.28
6002522R0,309600,29337226,349,QUARRY RD,,LOT 18 BELMONT VILLAGE,1655.28
6002522S0,379500,29337227,347,QUARRY RD,,LOT 19 BELMONT VILLAGE,1873.08
6002522T0,354700,29337228,335,QUARRY RD,,LOT 20 BELMONT VILLAGE,1873.08
6002522U0,308200,29337229,333,QUARRY RD,,LOT 21 BELMONT VILLAGE,1655.28
6002522V0,308200,29337230,331,QUARRY RD,,LOT 22 BELMONT VILLAGE,1655.28
6002522W0,308200,29337231,329,QUARRY RD,,LOT 23 BELMONT VILLAGE,1655.28
6002522X0,308200,29337232,327,QUARRY RD,,LOT 24 BELMONT VILLAGE,1655.28
6002522Y0,308200,29337233,325,QUARRY RD,,LOT 25 BELMONT VILLAGE,1655.28
6002522Z0,308200,29337234,323,QUARRY RD,,LOT 26 BELMONT VILLAGE,1655.28
6002522AA,338400,29337235,321,QUARRY RD,,LOT 27 BELMONT VILLAGE,1873.08
6002522G0,307600,29337236,345,QUARRY RD,,LOT 7 BELMONT VILLAGE,2352.24
6002522H0,297300,29337237,343,QUARRY RD,,LOT 8 BELMONT VILLAGE,2265.12
6002522I0,297300,29337238,341,QUARRY RD,,LOT 9 BELMONT VILLAGE,2221.56
6002522J0,297300,29337239,339,QUARRY RD,,LOT 10 BELMONT VILLAGE,2178
6002522K0,306200,29337240,337,QUARRY RD,,LOT 11 BELMONT VILLAGE,2221.56
25A193000,231000,29337241,1050,5TH ST SW,,LOT 51 PH 6 BROOKWOOD,0
25A194000,230300,29337242,1048,5TH ST SW,,LOT 52 PH 6 BROOKWOOD,0
25A195000,231000,29337243,1046,5TH ST SW,,LOT 53 PH 6 BROOKWOOD,0
25A196000,240800,29337244,1044,5TH ST SW,,LOT 54 PH 6 BROOKWOOD,0
25A184000,329000,29337245,141,BROOKWOOD DR,,LOT 71 PH 5  BROOKWOOD,0
25A185000,290600,29337246,139,BROOKWOOD DR,,LOT 72 PH 5  BROOKWOOD,0
25A186000,286700,29337247,137,BROOKWOOD DR,,LOT 73 PH 5  BROOKWOOD,0
25A183000,295900,29337248,143,BROOKWOOD DR,,LOT 70 PH 5  BROOKWOOD,0
25A182000,314700,29337249,145,BROOKWOOD DR,,LOT 69 PH 5  BROOKWOOD,0
25A041C00,0,29337250,0,5TH ST SW,,RESIDUE BROOKWOOD,0
25A191000,288500,29337251,144,BROOKWOOD DR,,LOT 49 PH 6 BROOKWOOD,0
22B341000,133100,29337252,1051,5TH ST SW,,LOT 50R BK D SEC 2 ORANGEDALE,0
22B335000,136700,29337253,1039,5TH ST SW,,LOT 53R BK D SEC 2 ORANGEDALE,0
22B340000,133600,29337254,1049,5TH ST SW,,LOT 51L BK D SEC 2 ORANGEDALE,0
22B338000,133600,29337255,1045,5TH ST SW,,LOT 52L BK D SEC 2 ORANGEDALE,0
22B339000,133600,29337256,1047,5TH ST SW,,LOT 51R BK D SEC 2 ORANGEDALE,0
22B336000,136700,29337257,1041,5TH ST SW,,LOT 53L BK D SEC 2 ORANGEDALE,0
22B337000,133600,29337258,1043,5TH ST SW,,LOT 52R BK D SEC 2 ORANGEDALE,0
280080100,983200,29337259,214,W WATER ST,,LOT A,2151.864
570157A00,100,29337260,0,WATER ST,,"OPEN SPACE A,B&C WATER STREET PROMENADE",0
41B012000,23225000,29337261,2036,INDIA RD,,PARCEL A BK E SEMINOLE SQUARE,135732.96
41B012001,3429600,29337262,0,INDIA RD,,PARCEL B BKE SEMINOLE SQUAREF,111034.44
21A099500,358100,29337263,512,MOSELEY DR,,LOT 7 & PAR X BK 9 ADD 9 AZALEA GARD,33062.04
22B163001,207700,29337264,546,CLEVELAND AVE,A,LOT 42B CLEVELAND HEIGHTS,4051.08
22B163000,205600,29337265,546,CLEVELAND AVE,B,LOT 42A CLEVELAND HEIGHTS,4007.52
190080000,2111600,29337266,398,OLD LYNCHBURG RD,,20.872 ACRES,283153.068
290266016,555300,29337267,235,BURNET ST,,LOT 16 PH III BURNET COMMONS,0
200063000,559700,29337268,123,PORTER AVE,,LOT 16 BK A OAKLAWNS,7492.32
200063001,125000,29337269,127,PORTER AVE,,LOT 17 BK A OAKLAWNS,7492.32
21A100000,122400,29337270,0,NAYLOR ST,,OPEN SPACE WARD'S RIDGE CT,11369.16
21A100001,406900,29337271,2607,NAYLOR ST,,LOT 1 NAYLOR ST,6141.96
21A100002,112200,29337272,2611,NAYLOR ST,,LOT 2 NAYLOR ST,6577.56
21A100003,112200,29337273,2615,NAYLOR ST,,LOT 3 NAYLOR ST,6403.32
21A100004,112200,29337274,2619,NAYLOR ST,,LOT 4 NAYLOR ST,6011.28
21A100005,112200,29337275,2623,NAYLOR ST,,LOT 5 NAYLOR ST,6185.52
21A100006,112200,29337276,2627,NAYLOR ST,,LOT 6 NAYLOR ST,6795.36
21A100007,112200,29337277,2631,NAYLOR ST,,LOT 7 NAYLOR ST,7143.84
290157000,240600,29337278,0,CHERRY AVE,,LOT B,20887.02
290150000,19866400,29337279,401,CHERRY AVE,,LOT 1,29311.524
290147000,639700,29337280,523-529,RIDGE ST,,LOT D & AREA X,15864.552
290145000,244000,29337281,521,RIDGE ST,,LOT C & AREA X,23104.224
290151000,328900,29337282,0,RIDGE ST,,LOT A,31145.4
48A040000,150000,29337283,0,PEN PARK LN,,FUTURE UNITS PH III LOCHLYN HILL,42688.8
48A039000,0,29337284,0,LOCHLYN HILL DR,,"OPEN SPACE 1, 2, 3 & 4 LOCHLYN HILL PH II & PH III",306793.08
48A041AA0,0,29337285,0,HOLMES AVE,,15.28 ACRES  LOCUST GROVE     OPEN SPACE,665596.8
260087000,178400,29337286,505,ROUGEMONT AVE,,PT LOT 4 BK A JORDAN,7405.2
260087001,13100,29337287,0,ROUGEMONT AVE,,PARCEL X BK A JORDAN,2962.08
570145B00,353900,29337288,213,SPRUCE ST,,LOT Y,1873.08
570145B10,354100,29337289,215,SPRUCE ST,,LOT Z,1873.08
570142000,213700,29337290,1101,CHERRY ST,,PARCEL A BK N CARLTON,6185.52
570142001,91900,29337291,0,CHERRY ST,,PARCEL B BK N CARLTON,5401.44
280143000,434500,29337292,204,RIDGE ST,,RESIDUE,6838.92
280143001,140900,29337293,0,GARRETT ST,,LOT A,3615.48
260097B00,473200,29337294,1501,6TH ST SE,,LOT B MOORE'S CREEK,11020.68
48A041F00,347700,29337295,115,MEGAN CT,,LOT 5,33759
48A041A00,538300,29337296,101,MEGAN CT,,LOT 1,8015.04
48A041E00,437400,29337297,111,MEGAN CT,,LOT 4,18992.16
48A041D00,432300,29337298,107,MEGAN CT,,LOT 3,16291.44
48A041C00,465600,29337299,105,MEGAN CT,,LOT 2,8929.8
590379003,489300,29337300,1606,RIALTO ST,,LOT 3 RIALTO BEACH,3005.64
590379002,125600,29337301,1604,RIALTO ST,,LOT 2 RIALTO BEACH,1960.2
590379004,493100,29337302,1608,RIALTO ST,,LOT 4 RIALTO BEACH,3005.64
590379005,498400,29337303,1610,RIALTO ST,,LOT 5 RIALTO BEACH,3005.64
21A054000,254300,29337304,113,HARRIS RD,,LOT 9 & STR BK D GREEN VALLEYS,10236.6
290266019,288600,29337305,200,BURNET ST,,LOT 19 PH III BURNET COMMONS,0
290266020,266400,29337306,202,BURNET ST,,LOT 20 PH III BURNET COMMONS,0
290266021,266400,29337307,204,BURNET ST,,LOT 21 PH III BURNET COMMONS,0
290266022,274700,29337308,206,BURNET ST,,LOT 22 PH III BURNET COMMONS,0
290266023,266400,29337309,208,BURNET ST,,LOT 23 PH III BURNET COMMONS,0
290266024,281900,29337310,210,BURNET ST,,LOT 24 PH III BURNET COMMONS,0
290266025,353400,29337311,214,BURNET ST,,LOT 25 PH III BURNET COMMONS,0
290266026,336900,29337312,216,BURNET ST,,LOT 26 PH III BURNET COMMONS,0
290266028,266400,29337313,222,BURNET ST,,LOT 28 PH III BURNET COMMONS,0
290266029,274700,29337314,224,BURNET ST,,LOT 29 PH III BURNET COMMONS,0
290266030,266400,29337315,226,BURNET ST,,LOT 30 PH III BURNET COMMONS,0
290266031,264000,29337316,228,BURNET ST,,LOT 31 PH III BURNET COMMONS,0
290266032,281900,29337317,230,BURNET ST,,LOT 32 PH III BURNET COMMONS,0
290266033,355200,29337318,234,BURNET ST,,LOT 33 PH III BURNET COMMONS,0
290266027,281500,29337319,220,BURNET ST,,LOT 27 PH III BURNET COMMONS,0
290266038,528600,29337320,113,ALMERE AVE,,LOT 38 PH III BURNET COMMONS,0
290266037,521500,29337321,109,ALMERE AVE,,LOT 37 PH III BURNET COMMONS,0
290266036,509700,29337322,107,ALMERE AVE,,LOT 36 PH III BURNET COMMONS,0
290266035,517400,29337323,103,ALMERE AVE,,LOT 35 PH III BURNET COMMONS,0
290266034,524800,29337324,101,ALMERE AVE,,LOT 34 PH III BURNET COMMONS,0
290266045,519400,29337325,135,ALMERE AVE,,LOT 45 PH III BURNET COMMONS,0
290266044,520000,29337326,131,ALMERE AVE,,LOT 44 PH III BURNET COMMONS,0
290266044,520000,29337326,131,ALMERE AVE,,LOT 44 PH III BURNET COMMONS,0
290266043,520900,29337327,129,ALMERE AVE,,LOT 43 PH III BURNET COMMONS,0
290266042,523900,29337328,125,ALMERE AVE,,LOT 42 PH III BURNET COMMONS,0
290266041,505200,29337329,123,ALMERE AVE,,LOT 41 PH III BURNET COMMONS,0
290266040,508400,29337330,119,ALMERE AVE,,LOT 40 PH III BURNET COMMONS,0
290266039,519300,29337331,117,ALMERE AVE,,LOT 39 PH III BURNET COMMONS,0
290266046,519400,29337332,137,ALMERE AVE,,LOT 46 PH III BURNET COMMONS,0
290266047,508500,29337333,133,ELLIOTT AVE,,LOT 47 PH III BURNET COMMONS,0
290266048,468900,29337334,135,ELLIOTT AVE,,LOT 48 PH III BURNET COMMONS,0
290266049,506300,29337335,137,ELLIOTT AVE,,LOT 49 PH III BURNET COMMONS,0
290266050,506300,29337336,143,ELLIOTT AVE,,LOT 50 PH III BURNET COMMONS,0
290266051,498400,29337337,145,ELLIOTT AVE,,LOT 51 PH III BURNET COMMONS,0
530091LM0,98400,29337338,102-104,5TH ST NE,,PARKING GARAGE,1751.112
530091LE0,57600,29337339,505,E MAIN ST,,LEASEHOLD  PARKING GARAGE,1075.932
530091LG0,358700,29337340,513,E MAIN ST,,LEASEHOLD PARKING GARAGE,5501.628
530091LC0,66800,29337341,110,5TH ST NE,,LEASEHOLD INT PARKING GARAGE,1197.9
260045001,503100,29337342,162,BAYLOR LN,,PARCEL A,0
260045000,99800,29337343,0,BAYLOR LN,,PARCEL B,0
48A039051,600300,29337344,416,NICHOLSON ST,,LOT 132 PH II LOCHLYN HILL,3702.6
48A039046,140000,29337345,436,NICHOLSON ST,,LOT 127 PH II LOCHLYN HILL,4399.56
48A039047,140000,29337346,432,NICHOLSON ST,,LOT 128 PH II LOCHLYN HILL,3571.92
48A039048,672500,29337347,428,NICHOLSON ST,,LOT 129 PH II LOCHLYN HILL,3571.92
48A039049,697900,29337348,424,NICHOLSON ST,,LOT 130 PH II LOCHLYN HILL,3571.92
48A039050,567800,29337349,420,NICHOLSON ST,,LOT 131 PH II LOCHLYN HILL,4443.12
48A039052,466000,29337350,412,NICHOLSON ST,,LOT 133 PH II LOCHLYN HILL,2918.52
48A039053,499200,29337351,408,NICHOLSON ST,,LOT 134 PH II LOCHLYN HILL,3528.36
48A039055,154000,29337352,400,NICHOLSON ST,,REVISED LOT 136 PH II LOCHLYN HILL,7143.84
