ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
48A039022,140000,29337353,0,BENNETT ST,,LOT 66 PH II LOCHLYN HILL,4051.08
48A039022,140000,29337353,0,BENNETT ST,,LOT 66 PH II LOCHLYN HILL,4051.08
48A039021,140000,29337354,520,BENNETT ST,,LOT 65 PH II LOCHLYN HILL,3920.4
48A039020,140000,29337355,528,BENNETT ST,,LOT 64 PH II LOCHLYN HILL,4007.52
48A039020,140000,29337355,528,BENNETT ST,,LOT 64 PH II LOCHLYN HILL,4007.52
48A039019,140000,29337356,520,BENNETT ST,,LOT 63 PH II LOCHLYN HILL,3354.12
48A039018,140000,29337357,514,LOCHLYN HILL DR,,LOT 62 PH II LOCHLYN HILL,4007.52
48A039018,140000,29337357,514,LOCHLYN HILL DR,,LOT 62 PH II LOCHLYN HILL,4007.52
48A039023,572600,29337358,525,BENNETT ST,,LOT 67 PH II LOCHLYN HILL,7405.2
48A039024,140000,29337359,517,BENNETT ST,,LOT 68 PH II LOCHLYN HILL,5445
48A039024,140000,29337359,517,BENNETT ST,,LOT 68 PH II LOCHLYN HILL,5445
48A039025,666500,29337360,532,LOCHLYN HILL DR,,LOT 69 PH II LOCHLYN HILL,5357.88
48A039026,656200,29337361,538,LOCHLYN HILL DR,,LOT 70 PH II LOCHLYN HILL,5532.12
48A039027,608600,29337362,544,LOCHLYN HILL DR,,LOT 71 PH II LOCHLYN HILL,5706.36
48A039028,140000,29337363,550,LOCHLYN HILL DR,,LOT 72 PH II LOCHLYN HILL,5183.64
48A039028,140000,29337363,550,LOCHLYN HILL DR,,LOT 72 PH II LOCHLYN HILL,5183.64
48A039029,140000,29337364,556,LOCHLYN HILL DR,,LOT 73 PH II LOCHLYN HILL,5096.52
48A039030,579300,29337365,562,LOCHLYN HILL DR,,LOT 74 PH II LOCHLYN HILL,4748.04
48A039031,240500,29337366,501,BENNETT ST,,REVISED LOT 75 PH II LOCHLYN HILL,0
48A039032,239200,29337367,503,BENNETT ST,,REVISED LOT 76 PH II LOCHLYN HILL,0
48A039033,126000,29337368,505,BENNETT ST,,REVISED LOT 77 & PAR A PH 11 LOCHLYN HILL,4312.44
48A039034,126000,29337369,507,BENNETT ST,,REVISED LOT 78 & PAR B PH II LOCHLYN HILL,4443.12
48A039035,399900,29337370,509,BENNETT ST,,REVISED LOT 79 PH II LOCHLYN HILL,3876.84
48A039036,388700,29337371,511,BENNETT ST,,REVISED LOT 80 PH II LOCHLYN HILL,3049.2
48A039037,416600,29337372,513,BENNETT ST,,REVISED LOT 81 PH II LOCHLYN HILL,2962.08
48A039039,140000,29337373,0,BENNETT ST,,REVISED LOT 83-A PH II LOCHLYN HILL,3049.2
48A039040,239500,29337374,510,BENNETT ST,,REVISED LOT 84 PH II LOCHLYN HILL,0
48A039041,231500,29337375,508,BENNETT ST,,REVISED LOT 85 PH II LOCHLYN HILL,43560
48A039042,231500,29337376,506,BENNETT ST,,REVISED LOT 86 PH II LOCHLYN HILL,0
48A039043,230400,29337377,504,BENNETT ST,,REVISED LOT 87 PH II LOCHLYN HILL,0
48A039044,231500,29337378,502,BENNETT ST,,REVISED LOT 88 PH II LOCHLYN HILL,0
48A039045,239600,29337379,500,BENNETT ST,,REVISED LOT 89 PH II LOCHLYN HILL,0
48A039001,629200,29337380,581,LOCHLYN HILL DR,,REVISED LOT 27 PH II LOCHLYN HILL,0
48A039002,519400,29337381,579,LOCHLYN HILL DR,,REVISED LOT 28 PH II LOCHLYN HILL,0
48A039003,519400,29337382,577,LOCHLYN HILL DR,,REVISED LOT 29 PH II LOCHLYN HILL,0
48A039004,519400,29337383,575,LOCHLYN HILL DR,,REVISED LOT 30 PH II LOCHLYN HILL,0
48A039005,519400,29337384,573,LOCHLYN HILL DR,,REVISED LOT 31 PH II LOCHLYN HILL,0
48A039006,576800,29337385,571,LOCHLYN HILL DR,,REVISED LOT 32 PH II LOCHLYN HILL,0
48A039007,666600,29337386,569,LOCHLYN HILL DR,,LOT 33 PH II LOCHLYN HILL,8537.76
48A039008,676400,29337387,563,LOCHLYN HILL DR,,LOT 34 PH II LOCHLYN HILL,9408.96
48A039009,711800,29337388,557,LOCHLYN HILL DR,,LOT 35 PH II LOCHLYN HILL,8668.44
48A039010,857000,29337389,551,LOCHLYN HILL DR,,LOT 36 PH II LOCHLYN HILL,8668.44
48A039011,838400,29337390,545,LOCHLYN HILL DR,,LOT 37 PH II LOCHLYN HILL,8712
48A039012,706800,29337391,539,LOCHLYN HILL DR,,LOT 38 PH II LOCHLYN HILL,8581.32
48A039013,780000,29337392,533,LOCHLYN HILL DR,,LOT 39 PH II LOCHLYN HILL,8929.8
48A039014,753600,29337393,527,LOCHLYN HILL DR,,LOT 40 PH II LOCHLYN HILL,9060.48
48A039015,756200,29337394,521,LOCHLYN HILL DR,,LOT 41 PH II LOCHLYN HILL,7927.92
48A039016,675600,29337395,515,LOCHLYN HILL DR,,LOT 42 PH II LOCHLYN HILL,7143.84
48A039017,724300,29337396,509,LOCHLYN HILL DR,,LOT 43 PH II LOCHLYN HILL,9496.08
540033000,657700,29337397,1128,E HIGH ST,,LOTS 3&4 MERIWETHER LEWIS,22825.44
570157002,1233900,29337398,1049,E WATER ST,,NEW LOT 2 PH II WATER STREET PROMENADE,0
580307000,496300,29337399,214,LITTLE GRAVES ST,,LOT 42 GRAVES ADDITION,0
540158000,973700,29337400,207,12TH ST NE,,NEW LOT 1 BK E OLD FARM,26824.248
2800371C0,992200,29337401,221,E WATER ST,,LOT,2352.24
340079000,1442700,29337402,729,NORTHWOOD AVE,,LOT 5 & 6,24350.04
310007000,1997500,29337403,805,PRESTON AVE,,LOT 10&PT 11&12 BK 30 ROSE HIL,21697.236
450004000,72000,29337404,0,HILLCREST RD,,PT LOT 2 BK C COLONIAL HEIGHTS,0
450003000,72000,29337405,0,MCINTIRE RD,,PT LOT 3 BK C COLONIAL HEIGHTS,0
450026000,72000,29337406,0,HILLCREST RD,,LOT 4 BK C COLONIAL HEIGHTS,0
500056000,210800,29337407,809,WARD AVE,,LOT C LOCUST GROVE,5009.4
500058000,330900,29337408,805,WARD AVE,,LOT E LOCUST GROVE,5009.4
500057000,214600,29337409,807,WARD AVE,,LOT D LOCUST GROVE,5009.4
110080000,107900,29337410,502,VALLEY RD,,RESIDUE BK 2 S GATE TERR,3833.28
110079000,362600,29337411,506,VALLEY RD,,LOT 23&PT 22&24 S GATE TERR,9975.24
330020001,210700,29337412,0,3RD ST NE,,LOT 2,7535.88
330020000,888900,29337413,500,2ND ST NE,,LOT 1,7797.24
260095T00,169700,29337414,1515,6TH ST SE,,CELL TOWER,0
6002521T0,84100,29337415,1050,DRUID AVE,,CELL TOWER,0
21A130500,281000,29337416,101,LONGWOOD DR,B,LOT 112 LONGWOOD PARK,1263.24
21A130600,295300,29337417,101,LONGWOOD DR,A,LOT 111 LONGWOOD PARK,1481.04
21A130400,281000,29337418,101,LONGWOOD DR,C,LOT 113 LONGWOOD PARK,1263.24
21A130300,289200,29337419,101,LONGWOOD DR,D,LOT 114 LONGWOOD PARK,1263.24
21A130200,265600,29337420,101,LONGWOOD DR,E,LOT 115 LONGWOOD PARK,1263.24
21A131600,295000,29337421,103,LONGWOOD DR,A,LOT 105 LONGWOOD PARK,2047.32
21A131100,294500,29337422,103,LONGWOOD DR,F,LOT 110 LONGWOOD PARK,1873.08
21A131200,283200,29337423,103,LONGWOOD DR,E,LOT 109 LONGWOOD PARK,1524.6
21A131200,283200,29337423,103,LONGWOOD DR,E,LOT 109 LONGWOOD PARK,1524.6
21A131300,284100,29337424,103,LONGWOOD DR,D,LOT 108 LONGWOOD PARK,1524.6
21A131400,279800,29337425,103,LONGWOOD DR,C,LOT 107 LONGWOOD PARK,1524.6
21A131500,284200,29337426,103,LONGWOOD DR,B,LOT 106 LONGWOOD PARK,1524.6
21A146300,267600,29337427,102,LONGWOOD DR,C,LOT 103 LONGWOOD PARK,2221.56
21A146200,300000,29337428,102,LONGWOOD DR,B,LOT 102 LONGWOOD PARK,1916.64
21A097000,223600,29337429,212,HARRIS RD,,LOT 2 BK 11 SEC 4 AZALEA GARD,9670.32
21A096000,240100,29337430,210,HARRIS RD,,LOT 1 BK 11 SEC 4 AZALEA GARD,10410.84
21A099400,270100,29337431,510,MOSELEY DR,,LOT 8 BK 9 ADD 9 AZALEA GARD,8973.36
110097000,947400,29337432,514,BRANDON AVE,,LOT A & PARCEL Z,14374.8
530055L00,234700,29337433,400-402,E MARKET ST,,PT LOT 18,3789.72
530055000,1553400,29337434,400-402,E MARKET ST,,PT LOT 18,3789.72
250047000,33500,29337435,0,5TH ST SW,,LOT,4878.72
520185200,37800,29337436,0,PARK LN E,,"LOTS 2, 3 & PAR A",17816.04
100060000,117561800,29337437,1204,W MAIN ST,,PARCEL A & X,45825.12
200019000,713000,29337438,105,OAK LAWN DR,,LOT 14 BK B OAKLAWNS,8755.56
200019002,578600,29337439,109,OAK LAWN DR,,LOT 15 BK B OAKLAWNS,7448.76
25A041A00,0,29337440,0,5TH ST SW,,RESIDUE BROOKWOOD,0
530062000,865900,29337441,419-421,E MAIN ST,,LOT,2047.32
530061000,1276500,29337442,415-417,E MAIN ST,,LOT,2047.32
530060000,1444200,29337443,411-13,E MAIN ST,,LOT,3092.76
530059000,2730900,29337444,401-07,E MAIN ST,,LOT,4917.924
530054000,1932000,29337445,414,E MARKET ST,,LOT B,4399.56
100063001,963800,29337446,1200-02,W MAIN ST,,PARCELS 1 & 2,5998.212
55A132000,1297100,29337447,1720,CHESAPEAKE ST,,LOTS O&6 WOOLEN MILLS,0
530039000,8063800,29337448,410,E HIGH ST,,LOT,57063.6
570031000,161900,29337449,1032,CARLTON AVE,,LOT B CARLTON,4181.76
570030001,56700,29337450,0,CARLTON AVE,,LOTS B1&B2 CARLTON,1785.96
250007000,21000,29337451,0,5TH ST SW,,HARMONY RIDGE OPEN SPACE,0
250007001,15000,29337452,101,ALTO PL,,LOT 1 HARMONY RIDGE,0
250007002,15000,29337453,103,ALTO PL,,LOT 2 HARMONY RIDGE,0
250007003,15000,29337454,107,ALTO PL,,LOT 3 HARMONY RIDGE,0
250007004,15000,29337455,109,ALTO PL,,LOT 4 HARMONY RIDGE,0
250007005,15000,29337456,115,ALTO PL,,LOT 5 HARMONY RIDGE,0
250007006,60000,29337457,114,ALTO PL,,LOT 6 HARMONY RIDGE,0
250007007,15000,29337458,108,ALTO PL,,LOT 7 HARMONY RIDGE,0
250007008,20600,29337459,106,ALTO PL,,LOT 8 HARMONY RIDGE,0
250007009,15000,29337460,102,ALTO PL,,LOT 9 HARMONY RIDGE,0
250007010,22600,29337461,100,ALTO PL,,LOT 10 HARMONY RIDGE,0
250007011,15000,29337462,987,5TH ST SW,,LOT 11 HARMONY RIDGE,0
250007012,15000,29337463,985,5TH ST SW,,LOT 12 HARMONY RIDGE,0
250007013,15000,29337464,983,5TH ST SW,,LOT 13 HARMONY RIDGE,0
250007014,15000,29337465,981,5TH ST SW,,LOT 14 HARMONY RIDGE,0
120001000,1511300,29337466,301,EMMET ST S,,LOT TOWLES ADDITION,11190.564
040137100,274400,29337467,413,12TH ST NW,,LOT 5 BK 6 PRESTON HEIGHTS,3267
040137000,291700,29337468,415,12TH ST NW,,LOT 4 BK 6 PRESTON HEIGHTS,3267
580254001,110000,29337469,0,BELMONT AVE,,LOT 27 BK 8 BELMONT,0
580254002,110000,29337470,0,BELMONT AVE,,LOT 30 BK 8 BELMONT,0
490130000,238800,29337471,1009,COLEMAN ST,,LOT B LOCUST GROVE,7318.08
490128000,287700,29337472,1013,COLEMAN ST,,NEW LOT 288 LOCUST GROVE,7318.08
490128001,112300,29337473,1011,COLEMAN ST,,NEW LOT 287 LOCUST GROVE,7274.52
490130001,113100,29337474,0,ST GEORGE AVE,,NEW LOT 286 LOCUST GROVE,7492.32
490130002,440000,29337475,1221,ST GEORGE AVE,,NEW LOT 285 LOCUST GROVE,7492.32
610070000,348100,29337476,907,NASSAU ST,,REVISED LOT 5 BK 24 CARLTON,7492.32
610073000,225100,29337477,905,NASSAU ST,,LOT 4 & AREA A BK 24 CARLTON,7623
5701231A0,64300,29337478,0,LEONARD ST,,PARCEL X BK B JEFFERSON HILLS,6229.08
570123100,215800,29337479,1128,LEONARD ST,,LOT 11 BK B JEFFERSON HILLS,0
170073000,782600,29337480,2210,FONTAINE AVE,,LOT 1 BK 5 MAURY ADDITION,13717.044
170074000,970400,29337481,2208,FONTAINE AVE,,PT LOT 2 & AREA A BK 5 MAURY ADDITION,14287.68
170070000,579700,29337482,2300,FONTAINE AVE,,LOT 12 BK 3 MAURY ADDITION,10236.6
570123021,383000,29337483,149,JUNCTION LN,,LOT 21 BELMONT STATION,0
570123020,395400,29337484,147,JUNCTION LN,,LOT 20 BELMONT STATION,0
570123019,380900,29337485,145,JUNCTION LN,,LOT 19 BELMONT STATION,0
570123018,395600,29337486,143,JUNCTION LN,,LOT 18 BELMONT STATION,0
570123017,392200,29337487,141,JUNCTION LN,,LOT 17 BELMONT STATION,0
570123016,389600,29337488,139,JUNCTION LN,,LOT 16 BELMONT STATION,0
570123015,368500,29337489,137,JUNCTION LN,,LOT 15 BELMONT STATION,0
570123014,387400,29337490,135,JUNCTION LN,,LOT 14 BELMONT STATION,0
570123013,375500,29337491,133,JUNCTION LN,,LOT 13 BELMONT STATION,0
570123012,400100,29337492,131,JUNCTION LN,,LOT 12 BELMONT STATION,0
570123011,391800,29337493,129,JUNCTION LN,,LOT 11 BELMONT STATION,0
570123010,377800,29337494,127,JUNCTION LN,,LOT 10 BELMONT STATION,0
570123009,376700,29337495,125,JUNCTION LN,,LOT 9 BELMONT STATION,0
570123008,376300,29337496,123,JUNCTION LN,,LOT 8 BELMONT STATION,0
570123007,399900,29337497,121,JUNCTION LN,,LOT 7 BELMONT STATION,0
570123006,401600,29337498,117,JUNCTION LN,,LOT 6 BELMONT STATION,0
570123005,375600,29337499,115,JUNCTION LN,,LOT 5 BELMONT STATION,0
570123004,374500,29337500,113,JUNCTION LN,,LOT 4 BELMONT STATION,0
570123003,374900,29337501,111,JUNCTION LN,,LOT 3 BELMONT STATION,0
570123002,361000,29337502,109,JUNCTION LN,,LOT 2 BELMONT STATION,0
570123001,402500,29337503,107,JUNCTION LN,,LOT 1 BELMONT STATION,0
570123040,347700,29337504,120,JUNCTION LN,,LOT 40 BELMONT STATION,0
570123039,381000,29337505,122,JUNCTION LN,,LOT 39 BELMONT STATION,0
570123038,389800,29337506,124,JUNCTION LN,,LOT 38 BELMONT STATION,0
570123037,392000,29337507,126,JUNCTION LN,,LOT 37 BELMONT STATION,0
570123036,398500,29337508,128,JUNCTION LN,,LOT 36 BELMONT STATION,0
570123035,386100,29337509,130,JUNCTION LN,,LOT 35 BELMONT STATION,0
570123034,390500,29337510,132,JUNCTION LN,,LOT 34 BELMONT STATION,0
570123033,391000,29337511,134,JUNCTION LN,,LOT 33 BELMONT STATION,0
570123032,392800,29337512,136,JUNCTION LN,,LOT 32 BELMONT STATION,0
570123031,398500,29337513,138,JUNCTION LN,,LOT 31 BELMONT STATION,0
570123030,384700,29337514,140,JUNCTION LN,,LOT 30 BELMONT STATION,0
570123029,418300,29337515,142,JUNCTION LN,,LOT 29 BELMONT STATION,0
570123028,374100,29337516,144,JUNCTION LN,,LOT 28 BELMONT STATION,0
570123027,377800,29337517,146,JUNCTION LN,,LOT 27 BELMONT STATION,0
570123026,395000,29337518,148,JUNCTION LN,,LOT 26 BELMONT STATION,0
570123025,324500,29337519,150,JUNCTION LN,,LOT 25 BELMONT STATION,0
570123024,317000,29337520,152,JUNCTION LN,,LOT 24 BELMONT STATION,0
570123023,317000,29337521,154,JUNCTION LN,,LOT 23 BELMONT STATION,0
570123022,349000,29337522,156,JUNCTION LN,,LOT 22 BELMONT STATION,0
570123000,0,29337523,0,JUNCTION LN,,"OPEN SPACES A,B,C,D & E BELMONT STATION",0
340090200,11382500,29337524,1739-1750,ALLIED ST,,REVISED 2.882 ACRE,125539.92
200261000,306300,29337525,120-A,LONGWOOD DR,,LOT 10A LONGWOOD PARK,4051.08
200261100,306300,29337526,120-B,LONGWOOD DR,,LOT 10B LONGWOOD PARK,4007.52
200264300,29500,29337527,126,LONGWOOD DR,C,LOT 119 LONGWOOD PARK,3397.68
200265100,194000,29337528,128-B,LONGWOOD DR,,LOT 14B LONGWOOD PARK,4051.08
200265000,192600,29337529,128-A,LONGWOOD DR,,LOT 14A LONGWOOD PARK,3484.8
200264200,29500,29337530,126,LONGWOOD DR,B,LOT 118 LONGWOOD PARK,2482.92
200264100,29500,29337531,126,LONGWOOD DR,A,LOT 117 LONGWOOD PARK,3397.68
200263100,142900,29337532,124-B,LONGWOOD DR,,LOT 12B LONGWOOD PARK,3441.24
200263000,142900,29337533,124-A,LONGWOOD DR,,LOT 12A LONGWOOD PARK,4051.08
200262100,183400,29337534,122-B,LONGWOOD DR,,LOT 11B LONGWOOD PARK,4051.08
21A140100,187300,29337535,114-B,LONGWOOD DR,,LOT 7B LONGWOOD PARK,4094.64
200271200,294000,29337536,135,LONGWOOD DR,,LOT 141 LONGWOOD PARK,0
200271300,294000,29337537,133,LONGWOOD DR,,LOT 142 LONGWOOD PARK,0
200271100,308800,29337538,137,LONGWOOD DR,,LOT 140 LONGWOOD PARK,0
200270400,313100,29337539,139,LONGWOOD DR,,LOT 139 LONGWOOD PARK,0
200270300,313100,29337540,141,LONGWOOD DR,,LOT 138 LONGWOOD PARK,0
200270200,294000,29337541,143,LONGWOOD DR,,LOT 137 LONGWOOD PARK,0
200270100,321100,29337542,145,LONGWOOD DR,,LOT 136 LONGWOOD PARK,0
200270100,321100,29337542,145,LONGWOOD DR,,LOT 136 LONGWOOD PARK,0
200269400,301700,29337543,151,LONGWOOD DR,,LOT 135 LONGWOOD PARK,0
200269300,294000,29337544,153,LONGWOOD DR,,LOT 134 LONGWOOD PARK,0
200269200,294000,29337545,155,LONGWOOD DR,,LOT 133 LONGWOOD PARK,0
200269100,320100,29337546,157,LONGWOOD DR,,LOT 132 LONGWOOD PARK,0
200268400,294000,29337547,156,LONGWOOD DR,,LOT 131 LONGWOOD PARK,0
200268300,294000,29337548,154,LONGWOOD DR,,LOT 130 LONGWOOD PARK,0
200268200,294000,29337549,152,LONGWOOD DR,,LOT 129 LONGWOOD PARK,0
200268100,301700,29337550,150,LONGWOOD DR,,LOT 128 LONGWOOD PARK,0
200267200,318600,29337551,140,LONGWOOD DR,,LOT 125 LONGWOOD PARK,0
200267300,294000,29337552,142,LONGWOOD DR,,LOT 126 LONGWOOD PARK,0
200267400,326700,29337553,144,LONGWOOD DR,,LOT 127 LONGWOOD PARK,0
200267100,312300,29337554,138,LONGWOOD DR,,LOT 124 LONGWOOD PARK,0
200266400,319100,29337555,136,LONGWOOD DR,,LOT 123 LONGWOOD PARK,0
200266300,308600,29337556,134,LONGWOOD DR,,LOT 122 LONGWOOD PARK,0
200266200,326700,29337557,132,LONGWOOD DR,,LOT 121 LONGWOOD PARK,0
180037001,112300,29337558,0,SUNSET AVE,,LOT 1 JEFFERSON PARK,10890
48A039B39,140000,29337559,0,BENNETT ST,,REVISED LOT 83-B PH II LOCHLYN HILL,2482.92
300099000,224200,29337560,742-744,NALLE ST,,LOT 24B FIFEVILLE,5445
22B160001,69700,29337561,0,CLEVELAND AVE,,LOT FIFE ESTATE,0
540053001,426000,29337562,1130,E HIGH ST,N&P,UNIT 2 PH 1 ELEVEN:30 CONDO,1807.74
540053001,426000,29337562,1130,E HIGH ST,N&P,UNIT 2 PH 1 ELEVEN:30 CONDO,1807.74
540053002,331500,29337563,1130,E HIGH ST,L,UNIT 4A PH 1 ELEVEN:30 CONDO,1049.796
540053003,391200,29337564,1130,E HIGH ST,M,UNIT 4B PH 1 ELEVEN:30 CONDO,1254.528
07000240A,2900500,29337565,2021,IVY RD,,UNIV FORUM APTS (NON-TAX),0
050118001,271900,29337566,0,PRESTON PL,,LOT 1,14941.08
050118002,271900,29337567,0,PRESTON PL,,LOT 2,10236.6
050118003,271900,29337568,0,PRESTON PL,,LOT 3,11891.88
5600443L0,142500,29337569,1311-13,CARLTON AVE,,PARCEL C,5915.448
570157025,181500,29337570,0,WATER ST,,NEW LOT 25 PH III WATER STREET PROMENADE,0
570157025,181500,29337570,0,WATER ST,,NEW LOT 25 PH III WATER STREET PROMENADE,0
540053004,295000,29337571,1130,E HIGH ST,A&B,UNIT 1 PH II ELEVEN:30 CONDO,1237.104
540053005,349600,29337572,1130,E HIGH ST,C,UNIT 3A PH II ELEVEN:30 CONDO,1023.66
540053006,471700,29337573,1130,E HIGH ST,D,UNIT 3B PH II ELEVEN:30 CONDO,1511.532
260034001,85000,29337574,107,PAYNES MILL RD,,LOT 1 PAYNES MILL,0
260034002,85000,29337575,109,PAYNES MILL RD,,LOT 2 PAYNES MILL,0
260034003,85000,29337576,111,PAYNES MILL RD,,LOT 3 PAYNES MILL,0
260034004,85000,29337577,113,PAYNES MILL RD,,LOT 4 PAYNES MILL,0
260034005,85000,29337578,115,PAYNES MILL RD,,LOT 5 PAYNES MILL,0
260034006,85000,29337579,117,PAYNES MILL RD,,LOT 6 PAYNES MILL,0
260034007,85000,29337580,119,PAYNES MILL RD,,LOT 7 PAYNES MILL,0
260034008,85000,29337581,121,PAYNES MILL RD,,LOT 8 PAYNES MILL,0
260034009,85000,29337582,123,PAYNES MILL RD,,LOT 9 PAYNES MILL,0
260034010,85000,29337583,125,PAYNES MILL RD,,LOT 10 PAYNES MILL,0
260034011,85000,29337584,127,PAYNES MILL RD,,LOT 11 PAYNES MILL,0
260034012,85000,29337585,126,PAYNES MILL RD,,LOT 12 PAYNES MILL,0
260034013,85000,29337586,124,PAYNES MILL RD,,LOT 13 PAYNES MILL,0
260034014,85000,29337587,122,PAYNES MILL RD,,LOT 14 PAYNES MILL,0
260034015,85000,29337588,120,PAYNES MILL RD,,LOT 15 PAYNES MILL,0
260034016,85000,29337589,118,PAYNES MILL RD,,LOT 16 PAYNES MILL,0
260034017,85000,29337590,116,PAYNES MILL RD,,LOT 17 PAYNES MILL,0
260034018,85000,29337591,114,PAYNES MILL RD,,LOT 18 PAYNES MILL,0
260034019,85000,29337592,112,PAYNES MILL RD,,LOT 19 PAYNES MILL,0
260034020,85000,29337593,110,PAYNES MILL RD,,L0T 20 PAYNES MILL,0
260034021,85000,29337594,108,PAYNES MILL RD,,LOT 21 PAYNES MILL,0
260034022,85000,29337595,106,PAYNES MILL RD,,LOT 22 PAYNES MILL,0
260034023,85000,29337596,104,PAYNES MILL RD,,LOT 23 PAYNES MILL,0
260034024,539200,29337597,102,PAYNES MILL RD,,LOT 24 PAYNES MILL,0
260034025,607800,29337598,100,PAYNES MILL RD,,LOT 25 PAYNES MILL,0
530162301,2017600,29337599,550,E WATER ST,100,UNIT 100 550 WATER STREET CONDO,4024.944
530162302,521400,29337600,550,E WATER ST,101,UNIT 101 550 WATER STREET CONDO,1106.424
530162303,2342900,29337601,550,E WATER ST,200,UNIT 200 550 WATER STREET CONDO,4870.008
530162304,1250800,29337602,550,E WATER ST,201,UNIT 201 550 WATER STREET CONDO,2265.12
530162305,1354600,29337603,550,E WATER ST,300,UNIT 300 550 WATER STREET CONDO,3375.9
530162306,1388400,29337604,550,E WATER ST,400,UNIT 400 550 WATER STREET CONDO,3375.9
530162307,1422200,29337605,550,E WATER ST,500,UNIT 500 550 WATER STREET CONDO,3375.9
530162308,1591600,29337606,550,E WATER ST,600,UNIT 600 550 WATER STREET CONDO,3528.36
170018001,178500,29337607,0,MAURY AVE,,LOT 1A MCSHANE PARK,15899.4
170018002,160700,29337608,0,MAURY AVE,,LOT 1C MCSHANE PARK,16509.24
230085001,106800,29337609,0,HANOVER ST,,REVISED LOT 117 FIFE ESTATE,7013.16
230087000,245600,29337610,1210,KING ST,,LOT 107 FIFE ESTATE,6795.36
280113001,2770300,29337611,0,GARRETT ST,,PARCEL D,31842.36
490200001,110700,29337612,,PEARTREE LN,,LOT 3 LOCUST GROVE,6751.8
530091LN0,72500,29337613,108,5TH ST NE,,LEASEHOLD INT PARKING GARAGE,1001.88
210111001,47300,29337614,2333,HIGHLAND AVE,,LOT A HIGHLAND PARK,5619.24
380088000,968500,29337615,1627,OXFORD RD,,"LOTS 22, 23 &PT 21 RUGBY HILL",19514.88
250012001,73300,29337616,0,RIDGE ST,,LOT B,11325.6
210096001,233900,29337617,114,HAMMOND ST,,LOT 1-A1 FRY SPRINGS,8407.08
280084K10,213400,29337618,218,W WATER ST,603,UNIT 603 WATERHOUSE CONDO,217.8
540050001,61400,29337619,,13TH ST NE,,LOT 18 BK D MERIWETHER LEWIS,0
540050002,72300,29337620,,13TH ST NE,,LOT 17 BK D MERIWETHER LEWIS,43560
600120025,50000,29337621,0,STONEHENGE AVE EXT,,LOT 25 BELMONT POINT,4268.88
600120024,50000,29337622,0,STONEHENGE AVE EXT,,LOT 24 BELMONT POINT,3789.72
600120023,50000,29337623,0,STONEHENGE AVE EXT,,LOT 23 BELMONT POINT,4094.64
600120022,55000,29337624,0,STONEHENGE AVE EXT,,LOT 22 BELMONT POINT,4878.72
600120021,50000,29337625,0,STONEHENGE AVE EXT,,LOT 21 BELMONT POINT,4181.76
600120020,50000,29337626,0,STONEHENGE AVE EXT,,LOT 20 BELMONT POINT,3789.72
600120019,50000,29337627,0,STONEHENGE AVE EXT,,LOT 19 BELMONT POINT,3833.28
600120018,50000,29337628,0,STONEHENGE AVE EXT,,LOT 18 BELMONT POINT,3789.72
600120017,50000,29337629,0,STONEHENGE AVE EXT,,LOT 17 BELMONT POINT,3876.84
600120016,50000,29337630,0,STONEHENGE AVE EXT,,LOT 16 BELMONT POINT,4094.64
600120015,55000,29337631,0,STONEHENGE AVE EXT,,LOT 15 BELMONT POINT,5837.04
600120014,55000,29337632,0,STONEHENGE AVE EXT,,LOT 14 BELMONT POINT,6141.96
600120013,55000,29337633,0,STONEHENGE AVE EXT,,LOT 13 BELMONT POINT,6316.2
600120012,55000,29337634,0,STONEHENGE AVE EXT,,LOT 12 BELMONT POINT,6316.2
600120011,55000,29337635,0,STONEHENGE AVE EXT,,LOT 11 BELMONT POINT,6316.2
600120010,55000,29337636,0,STONEHENGE AVE EXT,,LOT 10 BELMONT POINT,6185.52
600120009,55000,29337637,0,STONEHENGE AVE EXT,,LOT 9 BELMONT POINT,7535.88
600120008,55000,29337638,0,CASTALIA ST,,LOT 8 BELMONT POINT,5924.16
600120005,50000,29337639,0,CASTALIA ST,,REVISED LOT 5 BELMONT POINT,3484.8
600120006,50000,29337640,0,CASTALIA ST,,REVISED LOT 6 BELMONT POINT,4051.08
600120007,50000,29337641,0,CASTALIA ST,,REVISED LOT 7 BELMONT POINT,4007.52
600120001,55000,29337642,0,STONEHENGE AVE EXT,,LOT 1 BELMONT POINT,6403.32
600120002,55000,29337643,0,STONEHENGE AVE EXT,,LOT 2 BELMONT POINT,7492.32
600120003,55000,29337644,0,STONEHENGE AVE EXT,,LOT 3 BELMONT POINT,6229.08
600120004,55000,29337645,0,STONEHENGE AVE EXT,,LOT 4 BELMONT POINT,7230.96
260115002,114000,29337646,0,1ST ST S,,PARCEL C,37069.56
260115001,170000,29337647,0,1ST ST S,,PARCEL B,130680
160017001,122300,29337648,307,MONTEBELLO CIR,A&B,LOT 1 MONTEBELLO,7230.96
120003000,355500,29337649,1908,LEWIS MOUNTAIN RD,,LOT,9016.92
290136001,19700,29337650,0,4TH ST SW,,LOT A,7230.96
130033001,185000,29337651,105,MINOR RD,,REVISED LOT 20 UNIVERSITY PK,10018.8
310060001,2666500,29337652,400,10TH ST NW,,NEW PARCEL B,60465.636
310060002,2520800,29337653,0,GRADY AVE,,NEW PARCEL C,56018.16
