,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
18468,20986,270091300,2004-01-12,918000,,162 BURNET ST,Single Family,38.0233292,-78.48715959999998,10
18469,20987,270091301,2005-01-27,256741,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18470,20988,270091301,2005-02-09,294500,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18471,20989,270091301,2014-05-30,300000,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18472,20990,270091301,2005-03-03,319900,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18473,20991,270091301,2017-03-14,359000,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18474,20992,270091301,2009-04-10,292000,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18476,20994,270091301,2004-01-12,918000,,111 BURNET ST,Single Family,38.0238804,-78.48778109999999,10
18477,20995,270091310,2008-08-04,290000,,109 BURNET ST,Single Family,38.0243003,-78.48831379999999,10
18479,20997,270091310,2004-05-07,225000,,109 BURNET ST,Single Family,38.0243003,-78.48831379999999,10
18480,20998,270091310,2004-10-15,284600,,109 BURNET ST,Single Family,38.0243003,-78.48831379999999,10
18482,21000,270091320,2005-06-22,325000,,107 BURNET ST,Single Family,38.024418299999994,-78.48826940000001,10
18483,21001,270091320,2004-11-05,292255,,107 BURNET ST,Single Family,38.024418299999994,-78.48826940000001,10
18484,21002,270091320,2004-05-07,225000,,107 BURNET ST,Single Family,38.024418299999994,-78.48826940000001,10
18485,21003,270091320,2018-06-18,367500,,107 BURNET ST,Single Family,38.024418299999994,-78.48826940000001,10
18486,21004,270091330,2008-09-17,310000,,105 BURNET ST,Single Family,38.0244911,-78.48818059999999,10
18487,21005,270091330,2012-02-29,277000,,105 BURNET ST,Single Family,38.0244911,-78.48818059999999,10
18488,21006,270091330,2004-12-10,298379,,105 BURNET ST,Single Family,38.0244911,-78.48818059999999,10
18489,21007,270091330,2004-05-07,225000,,105 BURNET ST,Single Family,38.0244911,-78.48818059999999,10
18490,21008,270091340,2018-07-26,409900,,103 BURNET ST,Single Family,38.0246092,-78.48813620000001,10
18491,21009,270091340,2004-05-07,225000,,103 BURNET ST,Single Family,38.0246092,-78.48813620000001,10
18492,21010,270091340,2004-12-13,309980,,103 BURNET ST,Single Family,38.0246092,-78.48813620000001,10
18493,21011,270091350,2004-05-07,225000,,101 BURNET ST,Single Family,38.02472720000001,-78.48809190000001,10
18494,21012,270091350,2018-01-05,375000,,101 BURNET ST,Single Family,38.02472720000001,-78.48809190000001,10
18495,21013,270091350,2005-06-22,325000,,101 BURNET ST,Single Family,38.02472720000001,-78.48809190000001,10
18496,21014,270091350,2007-08-24,320000,,101 BURNET ST,Single Family,38.02472720000001,-78.48809190000001,10
18497,21015,270091350,2004-11-22,294325,,101 BURNET ST,Single Family,38.02472720000001,-78.48809190000001,10
18498,21016,270091360,2005-03-14,370000,,137 BURNET ST,Single Family,38.0225266,-78.4885358,10
18500,21018,270091360,2004-01-12,918000,,137 BURNET ST,Single Family,38.0225266,-78.4885358,10
18501,21019,270091360,2005-01-11,313699,,137 BURNET ST,Single Family,38.0225266,-78.4885358,10
18503,21022,270091400,2010-10-06,312500,,160 BURNET ST,Single Family,38.0231704,-78.487204,10
18504,21023,270091400,2003-09-12,495000,,160 BURNET ST,Single Family,38.0231704,-78.487204,10
18505,21024,270091400,2004-02-25,237900,,160 BURNET ST,Single Family,38.0231704,-78.487204,10
18506,21025,270091500,2003-09-12,495000,,158 BURNET ST,Single Family,38.023052299999996,-78.4872484,10
18507,21026,270091500,2016-09-22,335000,,158 BURNET ST,Single Family,38.023052299999996,-78.4872484,10
18508,21027,270091500,2009-06-01,290000,,158 BURNET ST,Single Family,38.023052299999996,-78.4872484,10
18509,21028,270091500,2004-03-01,249000,,158 BURNET ST,Single Family,38.023052299999996,-78.4872484,10
18510,21029,270091600,2013-04-04,306000,,156 BURNET ST,Single Family,38.0229795,-78.48733709999999,10
18511,21030,270091600,2015-03-19,300000,,156 BURNET ST,Single Family,38.0229795,-78.48733709999999,10
18512,21031,270091600,2006-05-31,378000,,156 BURNET ST,Single Family,38.0229795,-78.48733709999999,10
18513,21032,270091600,2003-09-12,495000,,156 BURNET ST,Single Family,38.0229795,-78.48733709999999,10
18514,21033,270091600,2004-04-29,236400,,156 BURNET ST,Single Family,38.0229795,-78.48733709999999,10
18515,21034,270091700,2003-09-12,495000,,154 BURNET ST,Single Family,38.0228615,-78.4873815,10
18516,21035,270091700,2008-02-19,334946,,154 BURNET ST,Single Family,38.0228615,-78.4873815,10
18517,21036,270091700,2004-08-03,300000,,154 BURNET ST,Single Family,38.0228615,-78.4873815,10
18518,21037,270091700,2004-05-28,267900,,154 BURNET ST,Single Family,38.0228615,-78.4873815,10
18519,21038,270091800,2004-06-15,255125,,152 BURNET ST,Single Family,38.022784200000004,-78.4874259,10
18520,21039,270091800,2013-06-12,290000,,152 BURNET ST,Single Family,38.022784200000004,-78.4874259,10
18521,21040,270091800,2003-09-12,495000,,152 BURNET ST,Single Family,38.022784200000004,-78.4874259,10
18522,21041,270091900,2016-08-08,345000,,150 BURNET ST,Single Family,38.0226706,-78.4875147,10
18523,21042,270091900,2003-09-12,495000,,150 BURNET ST,Single Family,38.0226706,-78.4875147,10
18526,21045,270091900,2004-08-02,274301,,150 BURNET ST,Single Family,38.0226706,-78.4875147,10
18533,21053,270096000,2020-04-30,270000,,1200 6TH ST SE,Single Family,38.020436600000004,-78.4843183,10
18536,21056,270097000,2005-10-07,160000,,1202 6TH ST SE,Duplex,38.0202049,-78.48445140000001,10
18538,21058,270097000,2008-12-01,220000,,1202 6TH ST SE,Duplex,38.0202049,-78.48445140000001,10
18542,21062,270098000,2002-12-23,119500,,501 STONEHENGE AVE,Duplex,38.0204458,-78.48565009999999,10
18544,21064,270099000,2000-05-19,42000,,503 STONEHENGE AVE,Single Family,38.0203875,-78.4854725,10
18547,21067,270100000,2002-10-16,60966,,505 STONEHENGE AVE,Single Family,38.020283899999995,-78.4852506,10
18550,21070,270100000,2003-01-22,71000,,505 STONEHENGE AVE,Single Family,38.020283899999995,-78.4852506,10
18551,21071,270100000,2016-12-20,230000,,505 STONEHENGE AVE,Single Family,38.020283899999995,-78.4852506,10
18556,21076,270101000,2008-04-17,142000,,507 STONEHENGE AVE,Single Family,38.0201847,-78.485073,10
18557,21077,270101000,2006-01-24,134300,,507 STONEHENGE AVE,Single Family,38.0201847,-78.485073,10
18560,21080,270102000,2000-09-18,81000,,509 STONEHENGE AVE,Single Family,38.0200812,-78.484851,10
18561,21081,270102000,2000-12-13,71400,,509 STONEHENGE AVE,Single Family,38.0200812,-78.484851,10
18562,21082,270103000,2002-03-20,111500,,511 STONEHENGE AVE,Single Family-1 Conversion,38.0200184,-78.484629,10
18566,21086,270106000,2016-07-25,205000,,514 STONEHENGE AVE,Duplex,38.019647,-78.484812,10
18571,21091,270107000,2000-08-11,107900,,512 STONEHENGE AVE,Duplex,38.0197226,-78.48493979999999,10
18584,21104,270112000,2018-12-04,233000,,502 STONEHENGE AVE,Duplex,38.02003,-78.485694,10
18586,21106,270112000,2012-06-06,475000,,502 STONEHENGE AVE,Duplex,38.02003,-78.485694,10
18590,21110,270113000,2003-09-05,115000,,503 ROCKLAND AVE,Single Family-2 Conversion,38.0198575,-78.48599420000001,10
18594,21118,270115000,2013-01-16,43500,,501 ROCKLAND AVE,Single Family,38.019922799999996,-78.4861385,10
18595,21119,270115000,2012-05-31,95760,,501 ROCKLAND AVE,Single Family,38.019922799999996,-78.4861385,10
18599,21123,270116000,2016-01-14,175000,,505 ROCKLAND AVE,Single Family,38.0198148,-78.4858721,10
18608,21132,270118000,2009-07-13,205000,,509 ROCKLAND AVE,Duplex,38.0196617,-78.4855613,10
18612,21136,270118000,2007-07-20,229900,,509 ROCKLAND AVE,Duplex,38.0196617,-78.4855613,10
18615,21139,270119000,2006-10-17,153631,,511 ROCKLAND AVE,Single Family,38.0196077,-78.4854282,10
18619,21143,270121000,2010-01-20,264938,,515 ROCKLAND AVE,Single Family,38.0194862,-78.4851285,10
18620,21144,270121000,2004-01-30,112590,,515 ROCKLAND AVE,Single Family,38.0194862,-78.4851285,10
18621,21145,270121000,2004-09-22,185500,,515 ROCKLAND AVE,Single Family,38.0194862,-78.4851285,10
18622,21146,270121000,2010-09-01,159000,,515 ROCKLAND AVE,Single Family,38.0194862,-78.4851285,10
18624,21148,270121000,2000-08-01,83100,,515 ROCKLAND AVE,Single Family,38.0194862,-78.4851285,10
18631,21197,280016007,2016-08-17,500000,G,118 W MAIN ST,Condominium,38.030758399999996,-78.4822316,1
18635,21444,280080B00,2013-03-01,490000,200,214 W WATER ST,Condominium,38.0303947,-78.48319090000001,1
18636,21445,280080C00,2013-03-01,490000,300,214 W WATER ST,Condominium,38.0303947,-78.48319090000001,1
18641,21464,280084110,2003-07-15,200000,503,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18649,21472,280084130,2001-02-01,133750,505,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18651,21474,280084140,2004-12-02,246496,602,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18653,21476,280084140,2005-01-10,302500,602,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18654,21477,280084140,2007-05-15,480000,602,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18655,21478,280084140,2003-05-16,265000,602,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18657,21480,280084140,2014-07-16,430000,602,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18659,21482,280084150,2014-01-07,375000,601,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18663,21486,280084150,2013-10-16,370000,601,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18665,21488,280084160,2016-12-14,535000,603,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18666,21489,280084160,2013-04-24,352000,603,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18670,21493,280084170,2000-06-02,189500,604,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18671,21494,280084170,2015-01-05,376000,604,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18674,21497,280084180,2003-07-31,280000,702,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18676,21499,280084180,2008-08-05,435000,702,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18678,21501,280084190,2013-04-15,450000,701,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18682,21505,280084190,2010-07-15,434000,701,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18685,21521,280084201,2002-08-20,235000,703,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18690,21526,280084210,2011-08-01,390000,704,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18691,21527,280084210,2018-07-06,665000,704,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18693,21529,280084220,2001-05-31,193000,802,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18694,21530,280084220,2006-04-21,489500,802,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18697,21533,280084230,2000-03-15,189500,801,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18699,21535,280084230,2014-10-01,420000,801,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18703,21539,280084240,2015-03-03,402500,803,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18707,21543,280084250,2012-10-31,447000,804,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18714,21550,280084270,2001-10-16,460000,902,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18717,21560,280084400,2006-01-12,400000,402,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18732,21575,280084900,2012-05-04,350000,502,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18734,21577,280084900,2011-06-30,374261,502,250 W MAIN ST,Condominium,38.0305792,-78.4843405,1
18735,21586,280084I00,2016-12-20,1709677,601,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18739,21590,280084J00,2019-09-16,1079900,602,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18741,21592,280084J00,2016-04-15,1457690,602,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18743,21594,280084K00,2015-03-10,1045350,604,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18744,21595,280084K00,2014-10-27,1027350,604,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18746,21597,280084K10,2019-10-18,215000,603,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18752,21603,280084L00,2017-04-25,100000,605,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18753,21604,280084M00,2017-04-25,100000,606,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18756,21607,280084N00,2016-04-15,1457690,608,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18758,21609,280084N00,2019-01-17,1090000,608,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18762,21613,280084O00,2016-12-20,1709677,701,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18765,21616,280084P00,2017-11-13,5025162,703,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18767,21618,280084Q00,2017-11-13,5025162,704,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18771,21622,280084R00,2017-11-13,5025162,705,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18772,21623,280084S00,2017-11-13,5025162,706,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18777,21628,280084T00,2017-11-13,5025162,708,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18780,21631,280084U00,2018-02-27,4360000,801,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18783,21634,280084V00,2018-02-27,4360000,802,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18786,21637,280084W00,2018-02-27,4360000,803,218 W WATER ST,Condominium,38.030266,-78.48363499999999,1
18790,21706,280102250,2019-09-03,3300000,,100 W SOUTH ST,Condominium,38.029436,-78.483058,1
18795,21735,280111401,2010-09-14,775000,401,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18797,21737,280111401,2013-10-30,805000,401,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18798,21738,280111402,2018-06-29,250000,402,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18799,21739,280111402,2012-03-08,439000,402,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18801,21741,280111404,2012-02-24,439000,404,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18802,21742,280111405,2010-10-19,341500,405,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18803,21743,280111405,2020-03-23,535000,405,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18804,21744,280111406,2011-05-20,434700,406,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18805,21745,280111406,2018-07-03,520000,406,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18806,21746,280111407,2013-06-07,299000,407,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18807,21747,280111409,2011-12-06,300000,409,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18808,21748,280111409,2012-08-30,258000,409,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18809,21749,280111410,2010-12-28,840000,410,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18810,21750,280111411,2017-04-17,365000,411,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18812,21752,280111411,2010-09-30,287000,411,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18813,21753,280111412,2014-08-25,1100000,412,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18814,21754,280111412,2011-01-21,929000,412,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18815,21755,280111414,2010-12-17,448401,414,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18817,21757,280111415,2011-03-23,450000,415,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18818,21758,280111415,2017-04-18,520000,415,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18819,21759,280111501,2010-06-16,782000,501,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18820,21760,280111502,2012-05-18,849000,502,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18821,21761,280111504,2012-05-18,849000,504,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18822,21762,280111505,2011-03-16,481500,505,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18823,21763,280111505,2017-10-25,480000,505,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18824,21764,280111507,2011-03-16,319000,507,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18825,21765,280111507,2016-12-01,440000,507,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18826,21766,280111508,2019-02-21,1175000,508,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18827,21767,280111508,2017-03-09,800000,508,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18829,21769,280111508,2011-03-31,770000,508,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18830,21770,280111509,2013-08-07,673900,509,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18831,21771,280111510,2011-06-30,449000,510,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18832,21772,280111510,2016-06-08,522250,510,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18833,21773,280111511,2013-08-07,673900,511,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18834,21774,280111512,2010-07-26,546360,512,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18837,21777,280111513,2013-09-10,437000,513,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18838,21778,280111514,2010-06-23,510000,514,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18839,21779,280111515,2010-08-19,499000,515,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18840,21780,280111601,2010-08-13,920250,601,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18841,21781,280111601,2017-04-18,840000,601,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18842,21782,280111604,2010-07-30,1000000,604,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18844,21784,280111605,2010-10-01,474000,605,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18845,21785,280111606,2010-06-28,509000,606,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18847,21787,280111607,2010-09-15,375000,607,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18849,21789,280111609,2010-09-15,360000,609,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18850,21790,280111609,2015-03-19,420000,609,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18851,21791,280111610,2010-09-13,843750,610,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18852,21792,280111611,2014-06-19,370000,611,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18853,21793,280111612,2012-09-05,850000,612,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18854,21794,280111612,2011-09-02,1113500,612,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18855,21795,280111612,2015-12-02,1188000,612,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18856,21796,280111614,2010-09-14,444163,614,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18857,21797,280111615,2016-12-20,486000,615,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18858,21798,280111615,2019-02-25,615000,615,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18860,21800,280111615,2010-12-15,459000,615,200 GARRETT ST,Condominium,38.02823660000001,-78.48252020000001,1
18861,21880,2801283A0,2016-07-01,305000,301,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18863,21882,2801283A0,2010-08-18,261000,301,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18865,21884,2801283A0,2006-07-17,260661,301,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18867,21886,2801283B0,2006-08-30,352000,302,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18869,21888,2801283C0,2009-09-21,248000,303,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18871,21890,2801283C0,2006-07-28,244000,303,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18872,21891,2801283D0,2006-08-09,289195,304,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18873,21892,2801284A0,2008-12-08,1095000,401,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18874,21893,2801284A0,2013-06-19,555000,401,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18875,21894,2801284A0,2008-12-18,463433,401,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18877,21896,2801284A0,2006-08-04,1326594,401,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18878,21897,2801284B0,2012-07-23,605000,402,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18879,21898,2801284B0,2006-06-06,634516,402,105 MONTICELLO AVE,Condominium,38.0277997,-78.483053,1
18882,21944,280153000,2003-11-13,152000,,400 RIDGE ST,Single Family-1 Conversion,38.027935,-78.4862179,10
18893,21960,280155000,2013-11-15,426800,,408 RIDGE ST,Single Family,38.0275802,-78.48640490000001,10
18895,21962,280155000,2002-08-01,105000,,408 RIDGE ST,Single Family,38.0275802,-78.48640490000001,10
18902,21973,280159000,2007-05-04,185000,,407 OAKMONT ST,Single Family,38.0273015,-78.48565009999999,10
18904,21975,280159000,2008-07-30,227500,,407 OAKMONT ST,Single Family,38.0273015,-78.48565009999999,10
18909,21980,280161000,2010-11-12,240000,,401 OAKMONT ST,Single Family,38.0276104,-78.4854725,10
18934,22005,280172000,2017-12-19,180000,,229 DICE ST,Single Family,38.027276,-78.4837411,10
18939,22010,280173000,2003-03-21,125000,,218 DICE ST,Single Family,38.0273726,-78.4847178,10
18942,22013,280175000,2012-06-13,89199,,404 OAKMONT ST,Single Family,38.0272445,-78.485073,10
18945,22016,280175000,2010-07-29,133824,,404 OAKMONT ST,Single Family,38.0272445,-78.485073,10
18951,22023,280200000,2010-06-10,213400,,618 1ST ST S,Single Family,38.0264643,-78.4837855,10
18952,22024,280200000,2019-03-26,115000,,618 1ST ST S,Single Family,38.0264643,-78.4837855,10
18953,22025,280200000,2001-04-16,56000,,618 1ST ST S,Single Family,38.0264643,-78.4837855,10
18959,22031,280201000,2006-08-01,140000,,620 1ST ST S,Single Family,38.026382700000006,-78.4837855,10
18960,22032,280202000,2007-10-24,159900,,624 1ST ST S,Single Family,38.026269,-78.4838743,10
18965,22037,280203000,2013-12-12,126000,,702 1ST ST S,Single Family,38.02614129999999,-78.483795,10
18967,22039,280203000,2016-12-02,87287,,702 1ST ST S,Single Family,38.02614129999999,-78.483795,10
18969,22041,280203000,2013-08-06,182233,,702 1ST ST S,Single Family,38.02614129999999,-78.483795,10
18970,22042,280204000,2012-01-19,57000,,105 OAK ST,Single Family,38.0261159,-78.4835635,10
18976,22138,290034000,2004-01-14,75000,,405 DICE ST,Single Family,38.0287451,-78.4878699,8
18978,22140,290034000,2004-04-16,116000,,405 DICE ST,Single Family,38.0287451,-78.4878699,8
18979,22141,290034000,2005-07-22,235000,,405 DICE ST,Single Family,38.0287451,-78.4878699,8
18980,22142,290034000,2002-01-29,67000,,405 DICE ST,Single Family,38.0287451,-78.4878699,8
18981,22143,290034000,2018-02-05,405000,,405 DICE ST,Single Family,38.0287451,-78.4878699,8
18984,22148,290037000,2004-07-23,55000,,233 4TH ST SW,Single Family,38.028892600000006,-78.4878144,8
18985,22149,290037000,2006-02-03,79900,,233 4TH ST SW,Single Family,38.028892600000006,-78.4878144,8
18986,22150,290037000,2016-06-09,375000,,233 4TH ST SW,Single Family,38.028892600000006,-78.4878144,8
18987,22151,290037000,2008-03-04,255000,,233 4TH ST SW,Single Family,38.028892600000006,-78.4878144,8
18990,22154,290038000,2010-06-23,9116,,231 4TH ST SW,Single Family,38.028981200000004,-78.48778109999999,8
18992,22155,290038000,2006-06-23,270000,,231 4TH ST SW,Single Family,38.028981200000004,-78.48778109999999,8
19000,22159,290038000,2002-05-06,20000,,231 4TH ST SW,Single Family,38.028981200000004,-78.48778109999999,8
19006,22162,290038000,2002-10-16,145000,,231 4TH ST SW,Single Family,38.028981200000004,-78.48778109999999,8
19011,22166,290040000,2005-09-22,155000,,227 4TH ST SW,Single Family,38.0291607,-78.4876368,8
19014,22169,290040000,2012-01-30,128000,,227 4TH ST SW,Single Family,38.0291607,-78.4876368,8
19016,22171,290041000,2006-02-03,12000,,225 4TH ST SW,Single Family,38.0292401,-78.4876146,8
19018,22173,290041000,2007-07-13,225000,,225 4TH ST SW,Single Family,38.0292401,-78.4876146,8
19020,22175,290042000,2005-01-25,75000,,223 4TH ST SW,Single Family,38.0293221,-78.4875147,8
19022,22176,290042000,2011-06-29,178085,,223 4TH ST SW,Single Family,38.0293221,-78.4875147,8
19024,22177,290042000,2006-02-03,75000,,223 4TH ST SW,Single Family,38.0293221,-78.4875147,8
19026,22178,290042000,2008-07-11,290000,,223 4TH ST SW,Single Family,38.0293221,-78.4875147,8
19031,22201,290051000,2017-12-29,1250000,,210 5TH ST SW,Single Family,38.02986,-78.4880031,8
19033,22203,290051000,2002-10-22,78000,,210 5TH ST SW,Single Family,38.02986,-78.4880031,8
19034,22204,290051000,2003-07-14,78000,,210 5TH ST SW,Single Family,38.02986,-78.4880031,8
19035,22210,290052101,2005-07-01,265727,A,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19036,22211,290052102,2005-07-14,319195,B,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19037,22212,290052103,2005-06-29,180000,C,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19038,22213,290052103,2017-05-04,250000,C,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19041,22216,290052104,2005-07-11,176608,D,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19044,22219,290052105,2005-07-12,260000,E,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19045,22220,290052105,2018-08-10,328750,E,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19046,22221,290052106,2005-08-03,249900,F,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19047,22222,290052106,2016-11-01,320000,F,206 5TH ST SW,Condominium,38.029734399999995,-78.4882805,8
19052,22229,290057000,2005-06-22,145000,,218 5TH ST SW,Single Family-1 Conversion,38.029296200000005,-78.48849140000002,8
19054,22231,290057000,2018-04-16,297000,,218 5TH ST SW,Single Family-1 Conversion,38.029296200000005,-78.48849140000002,8
19056,22233,290058000,2001-12-27,62300,,220 5TH ST SW,Single Family,38.029178200000004,-78.4885358,8
19057,22234,290058000,2003-11-18,125000,,220 5TH ST SW,Single Family,38.029178200000004,-78.4885358,8
19060,22237,290058000,2003-11-18,259900,,220 5TH ST SW,Single Family,38.029178200000004,-78.4885358,8
19061,22238,290058000,2001-05-11,64000,,220 5TH ST SW,Single Family,38.029178200000004,-78.4885358,8
