RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
7272,170009180,2001/10/09 00:00:00+00,134000,APPLE TREE RD,105,
7273,170009180,1981/05/01 00:00:00+00,0,APPLE TREE RD,105,
7274,170009190,2000/05/03 00:00:00+00,0,APPLE TREE RD,103,
7275,170009190,2009/12/07 00:00:00+00,0,APPLE TREE RD,103,
7276,170009190,1961/01/01 00:00:00+00,17100,APPLE TREE RD,103,
7277,170009200,1985/02/06 00:00:00+00,85000,APPLE TREE RD,126-A,
7278,170009200,1946/10/04 00:00:00+00,750,APPLE TREE RD,126-A,
7279,170009200,2001/01/02 00:00:00+00,0,APPLE TREE RD,126-A,
7280,170009201,1998/02/04 00:00:00+00,122000,FONTAINE AVE,2501,
7281,170009201,1956/01/01 00:00:00+00,1300,FONTAINE AVE,2501,
7282,170009210,1985/02/06 00:00:00+00,85000,APPLE TREE RD,126-B,
7283,170009210,2001/01/02 00:00:00+00,0,APPLE TREE RD,126-B,
7284,170009300,2017/07/06 00:00:00+00,0,APPLE TREE RD,122,
7285,170009300,1996/11/26 00:00:00+00,86000,APPLE TREE RD,122,
7286,170009300,1981/01/01 00:00:00+00,0,APPLE TREE RD,122,
7287,170009300,1992/10/02 00:00:00+00,0,APPLE TREE RD,122,
7288,170009400,1991/11/13 00:00:00+00,35000,APPLE TREE RD,120,
7289,170009400,1986/12/22 00:00:00+00,0,APPLE TREE RD,120,
7290,170009400,2012/12/07 00:00:00+00,0,APPLE TREE RD,120,
7291,170009400,2012/12/07 00:00:00+00,400000,APPLE TREE RD,120,
7292,170009400,2005/09/29 00:00:00+00,0,APPLE TREE RD,120,
7293,170009500,2012/07/20 00:00:00+00,120000,APPLE TREE RD,116-118,
7294,170009500,1998/01/08 00:00:00+00,0,APPLE TREE RD,116-118,
7295,170009500,2015/01/08 00:00:00+00,0,APPLE TREE RD,116-118,
7296,170009500,1998/01/08 00:00:00+00,0,APPLE TREE RD,116-118,
7297,170009500,2009/07/29 00:00:00+00,0,APPLE TREE RD,116-118,
7298,170009600,1900/01/01 00:00:00+00,0,APPLE TREE RD,112,
7299,170009700,2002/12/19 00:00:00+00,250000,APPLE TREE RD,110,
7300,170009700,2005/08/18 00:00:00+00,0,APPLE TREE RD,110,
7301,170009700,1986/12/12 00:00:00+00,92500,APPLE TREE RD,110,
7302,170009700,2005/08/18 00:00:00+00,198431,APPLE TREE RD,110,
7303,170009700,1997/06/25 00:00:00+00,118000,APPLE TREE RD,110,
7304,170009800,1971/10/01 00:00:00+00,39800,APPLE TREE RD,106,A&B
7305,170009800,1988/07/15 00:00:00+00,86000,APPLE TREE RD,106,A&B
7306,170009900,1999/09/23 00:00:00+00,0,APPLE TREE RD,102,
7307,170009900,1993/04/15 00:00:00+00,84000,APPLE TREE RD,102,
7308,170009900,1988/06/03 00:00:00+00,68000,APPLE TREE RD,102,
7309,170009900,2004/11/09 00:00:00+00,0,APPLE TREE RD,102,
7310,170009900,2017/05/30 00:00:00+00,314000,APPLE TREE RD,102,
7311,170009900,2004/10/21 00:00:00+00,0,APPLE TREE RD,102,
7312,170009900,2012/01/17 00:00:00+00,0,APPLE TREE RD,102,
7313,170010000,1994/06/30 00:00:00+00,89900,STADIUM RD,2320,
7314,170010000,2009/10/05 00:00:00+00,0,STADIUM RD,2320,
7315,170010000,1985/04/15 00:00:00+00,52000,STADIUM RD,2320,
7316,170011000,1994/04/29 00:00:00+00,0,PIEDMONT AVE N,130,
7317,170011000,1989/10/18 00:00:00+00,48000,PIEDMONT AVE N,130,
7318,170012000,2009/10/05 00:00:00+00,0,PIEDMONT AVE N,128,
7319,170012000,1996/03/15 00:00:00+00,100850,PIEDMONT AVE N,128,
7320,170012000,1995/04/07 00:00:00+00,0,PIEDMONT AVE N,128,
7321,170013000,2018/10/09 00:00:00+00,0,STADIUM RD,2318,
7322,170013000,2019/05/22 00:00:00+00,0,STADIUM RD,2318,
7323,170013000,2007/08/03 00:00:00+00,320000,STADIUM RD,2318,
7324,170013000,1990/09/27 00:00:00+00,0,STADIUM RD,2318,
7325,170013000,2007/05/14 00:00:00+00,0,STADIUM RD,2318,
7326,170013000,2019/05/22 00:00:00+00,0,STADIUM RD,2318,
7327,170014000,1980/06/09 00:00:00+00,26000,STADIUM RD,2316,
7328,170014000,1986/05/12 00:00:00+00,75500,STADIUM RD,2316,
7329,170015000,2003/06/13 00:00:00+00,265000,STADIUM RD,2205,
7330,170015000,2004/03/23 00:00:00+00,0,STADIUM RD,2205,
7331,170015000,1998/06/15 00:00:00+00,150000,STADIUM RD,2205,
7332,170015000,1997/09/12 00:00:00+00,0,STADIUM RD,2205,
7333,170015000,1981/11/13 00:00:00+00,0,STADIUM RD,2205,
7334,170016000,2009/10/05 00:00:00+00,0,STADIUM RD,2203,
7335,170016000,2004/03/26 00:00:00+00,400000,STADIUM RD,2203,
7336,170016000,2003/04/02 00:00:00+00,0,STADIUM RD,2203,
7337,170017000,2001/10/02 00:00:00+00,235000,STADIUM RD,2201,
7338,170017000,2009/10/05 00:00:00+00,0,STADIUM RD,2201,
7339,170017000,1994/08/12 00:00:00+00,139900,STADIUM RD,2201,
7340,170017000,1938/03/19 00:00:00+00,5000,STADIUM RD,2201,
7341,170018000,2019/04/16 00:00:00+00,468000,MAURY AVE,209,
7342,170018000,2018/08/22 00:00:00+00,439330,MAURY AVE,209,
7343,170018000,2019/05/30 00:00:00+00,963418,MAURY AVE,209,
7344,170018000,1994/08/09 00:00:00+00,0,MAURY AVE,209,
7345,170018000,1989/07/21 00:00:00+00,0,MAURY AVE,209,
7346,170018000,2014/05/08 00:00:00+00,0,MAURY AVE,209,
7347,170018000,2010/08/13 00:00:00+00,0,MAURY AVE,209,
7348,170018000,2015/07/29 00:00:00+00,0,MAURY AVE,209,
7349,170018000,2015/09/17 00:00:00+00,0,MAURY AVE,209,
7350,170018000,1994/08/09 00:00:00+00,0,MAURY AVE,209,
7351,170018001,2018/08/22 00:00:00+00,306670,MAURY AVE,0,
7352,170018001,2019/07/22 00:00:00+00,335574,MAURY AVE,0,
7353,170018001,2015/09/17 00:00:00+00,0,MAURY AVE,0,
7354,170018001,2018/08/22 00:00:00+00,0,MAURY AVE,0,
7355,170018002,2019/07/22 00:00:00+00,335574,MAURY AVE,0,
7356,170018002,2015/09/17 00:00:00+00,0,MAURY AVE,0,
7357,170018002,2018/08/22 00:00:00+00,0,MAURY AVE,0,
7358,170018002,2018/08/22 00:00:00+00,306670,MAURY AVE,0,
7359,170018004,2010/08/13 00:00:00+00,0,STADIUM RD,0,
7360,170018005,2010/08/13 00:00:00+00,0,STADIUM RD,,
7361,170018006,2010/08/13 00:00:00+00,0,STADIUM RD,,
7362,170018100,2014/02/04 00:00:00+00,345000,PRICE AVE,2307,
7363,170018100,2015/09/30 00:00:00+00,540000,PRICE AVE,2307,
7364,170018100,2015/07/29 00:00:00+00,0,PRICE AVE,2307,
7365,170018100,2015/09/17 00:00:00+00,0,PRICE AVE,2307,
7366,170018100,2015/09/23 00:00:00+00,0,PRICE AVE,2307,
7367,170018100,2019/10/10 00:00:00+00,635000,PRICE AVE,2307,
7368,170018200,2015/07/29 00:00:00+00,0,PRICE AVE,2305,
7369,170018200,2015/09/23 00:00:00+00,0,PRICE AVE,2305,
7370,170018200,2015/09/17 00:00:00+00,0,PRICE AVE,2305,
7371,170018200,2015/12/18 00:00:00+00,175000,PRICE AVE,2305,
7372,170018200,2014/02/04 00:00:00+00,345000,PRICE AVE,2305,
7373,170018300,2014/02/04 00:00:00+00,345000,PRICE AVE,2303,
7374,170018300,2015/12/18 00:00:00+00,460000,PRICE AVE,2303,
7375,170018300,2015/09/23 00:00:00+00,0,PRICE AVE,2303,
7376,170018300,2015/09/17 00:00:00+00,0,PRICE AVE,2303,
7377,170018400,2019/05/30 00:00:00+00,963418,STADIUM RD,0,
7378,170018400,2018/08/22 00:00:00+00,460000,STADIUM RD,0,
7379,170018400,2010/08/13 00:00:00+00,0,STADIUM RD,0,
7380,170018400,2014/05/08 00:00:00+00,0,STADIUM RD,0,
7381,170018500,2010/08/13 00:00:00+00,0,STADIUM RD,0,
7382,170018500,2014/05/08 00:00:00+00,0,STADIUM RD,0,
7383,170018500,2019/05/30 00:00:00+00,963418,STADIUM RD,0,
7384,170018500,2018/08/22 00:00:00+00,460000,STADIUM RD,0,
7385,170018600,2019/05/30 00:00:00+00,963418,STADIUM RD,0,
7386,170018600,2010/08/13 00:00:00+00,0,STADIUM RD,0,
7387,170018600,2014/05/08 00:00:00+00,0,STADIUM RD,0,
7388,170018600,2018/08/22 00:00:00+00,460000,STADIUM RD,0,
7389,170019000,1993/07/09 00:00:00+00,114000,PRICE AVE,2309,
7390,170019000,2011/12/28 00:00:00+00,268000,PRICE AVE,2309,
7391,170019000,1995/06/23 00:00:00+00,126500,PRICE AVE,2309,
7392,170019000,2004/06/09 00:00:00+00,305000,PRICE AVE,2309,
7393,170019000,1998/12/09 00:00:00+00,0,PRICE AVE,2309,
7394,170020000,1964/02/28 00:00:00+00,15500,PRICE AVE,2311,
7395,170020000,2004/12/03 00:00:00+00,302000,PRICE AVE,2311,
7396,170021000,1997/07/21 00:00:00+00,135000,PRICE AVE,2313,
7397,170021000,1998/09/02 00:00:00+00,0,PRICE AVE,2313,
7398,170021000,2005/01/21 00:00:00+00,320000,PRICE AVE,2313,
7399,170021000,2019/02/01 00:00:00+00,372500,PRICE AVE,2313,
7400,170021000,1992/11/23 00:00:00+00,0,PRICE AVE,2313,
7401,170021000,2013/10/25 00:00:00+00,300000,PRICE AVE,2313,
7402,170022000,2013/09/25 00:00:00+00,312000,PRICE AVE,2315,A&B
7403,170022000,2015/07/27 00:00:00+00,0,PRICE AVE,2315,A&B
7404,170022000,1959/09/02 00:00:00+00,3000,PRICE AVE,2315,A&B
7405,170022000,2000/02/15 00:00:00+00,0,PRICE AVE,2315,A&B
7406,170022000,1990/11/13 00:00:00+00,0,PRICE AVE,2315,A&B
7407,170022001,2015/07/27 00:00:00+00,0,PRICE AVE,2317,A&B
7408,170024000,1993/03/08 00:00:00+00,0,PRICE AVE,2319,
7409,170024000,1996/01/23 00:00:00+00,0,PRICE AVE,2319,
7410,170025000,1958/04/24 00:00:00+00,13650,PRICE AVE,2321,
7411,170025000,1997/07/11 00:00:00+00,130000,PRICE AVE,2321,
7412,170025000,2009/10/05 00:00:00+00,0,PRICE AVE,2321,
7413,170026000,2004/01/08 00:00:00+00,0,PRICE AVE,2323,
7414,170026000,2002/11/01 00:00:00+00,0,PRICE AVE,2323,
7415,170026000,2011/03/28 00:00:00+00,0,PRICE AVE,2323,
7416,170026000,2011/04/28 00:00:00+00,0,PRICE AVE,2323,
7417,170026000,2011/04/28 00:00:00+00,0,PRICE AVE,2323,
7418,170026000,2011/04/28 00:00:00+00,0,PRICE AVE,2323,
7419,170026000,2002/11/01 00:00:00+00,0,PRICE AVE,2323,
7420,170026000,1997/11/03 00:00:00+00,0,PRICE AVE,2323,
7421,170026000,2006/02/22 00:00:00+00,0,PRICE AVE,2323,
7422,170026000,1999/02/17 00:00:00+00,0,PRICE AVE,2323,
7423,170026000,2005/02/03 00:00:00+00,0,PRICE AVE,2323,
7424,170026000,2003/02/10 00:00:00+00,0,PRICE AVE,2323,
7425,170026000,2002/11/01 00:00:00+00,0,PRICE AVE,2323,
7426,170026000,2008/04/02 00:00:00+00,0,PRICE AVE,2323,
7427,170026000,2001/12/12 00:00:00+00,0,PRICE AVE,2323,
7428,170026000,2000/03/15 00:00:00+00,0,PRICE AVE,2323,
7429,170026000,1998/02/09 00:00:00+00,0,PRICE AVE,2323,
7430,170026000,2017/06/01 00:00:00+00,265000,PRICE AVE,2323,
7431,170026000,2011/01/27 00:00:00+00,0,PRICE AVE,2323,
7432,170026000,2011/01/27 00:00:00+00,0,PRICE AVE,2323,
7433,170026000,2011/01/27 00:00:00+00,0,PRICE AVE,2323,
7434,170026000,2010/01/20 00:00:00+00,0,PRICE AVE,2323,
7435,170026000,2013/08/22 00:00:00+00,0,PRICE AVE,2323,
7436,170026000,2017/06/01 00:00:00+00,0,PRICE AVE,2323,
7437,170026000,2009/04/23 00:00:00+00,0,PRICE AVE,2323,
7438,170026000,2007/05/23 00:00:00+00,0,PRICE AVE,2323,
7439,170026A00,2002/11/01 00:00:00+00,0,PIEDMONT AVE N,124,
7440,170026A00,2002/11/01 00:00:00+00,0,PIEDMONT AVE N,124,
7441,170026A00,2002/11/01 00:00:00+00,15000,PIEDMONT AVE N,124,
7442,170027000,1986/08/29 00:00:00+00,78000,PRICE AVE,2322,
7443,170027000,1991/06/25 00:00:00+00,113000,PRICE AVE,2322,
7444,170027000,2019/01/10 00:00:00+00,299000,PRICE AVE,2322,
7445,170028000,1981/08/24 00:00:00+00,61700,PRICE AVE,2320,
7446,170028000,1992/08/31 00:00:00+00,157000,PRICE AVE,2320,
7447,170029000,2014/03/07 00:00:00+00,0,PRICE AVE,2318,
7448,170029000,2014/12/23 00:00:00+00,0,PRICE AVE,2318,
7449,170029000,1984/08/11 00:00:00+00,0,PRICE AVE,2318,
7450,170029000,2014/10/16 00:00:00+00,170000,PRICE AVE,2318,
7451,170030000,1985/08/15 00:00:00+00,57500,PRICE AVE,2316,
7452,170030000,2019/05/22 00:00:00+00,480000,PRICE AVE,2316,
7453,170030000,1991/08/02 00:00:00+00,79000,PRICE AVE,2316,
7454,170031000,1984/11/27 00:00:00+00,60000,PRICE AVE,2314,
7455,170031000,2000/04/18 00:00:00+00,129500,PRICE AVE,2314,
7456,170031000,2004/06/21 00:00:00+00,225000,PRICE AVE,2314,
7457,170032000,2005/07/12 00:00:00+00,359000,PRICE AVE,2312,
7458,170032000,1990/08/31 00:00:00+00,0,PRICE AVE,2312,
7459,170032000,1985/07/12 00:00:00+00,28000,PRICE AVE,2312,
7460,170033000,1985/05/29 00:00:00+00,75500,PRICE AVE,2310,
7461,170033000,2002/12/03 00:00:00+00,263000,PRICE AVE,2310,
7462,170033000,2005/09/29 00:00:00+00,0,PRICE AVE,2310,
7463,170033000,1991/02/08 00:00:00+00,119000,PRICE AVE,2310,
7464,170033100,2005/09/29 00:00:00+00,0,PRICE AVE,2308,
7465,170034000,2010/03/22 00:00:00+00,0,PRICE AVE,0,
7466,170035000,2010/03/22 00:00:00+00,0,PRICE AVE,2306,
7467,170036000,1980/01/03 00:00:00+00,49500,PRICE AVE,2302,
7468,170036000,2007/04/10 00:00:00+00,725000,PRICE AVE,2302,
7469,170036000,2002/08/29 00:00:00+00,382500,PRICE AVE,2302,
7470,170036000,2018/11/26 00:00:00+00,684000,PRICE AVE,2302,
7471,170036000,1990/02/21 00:00:00+00,0,PRICE AVE,2302,
7472,170037000,1980/01/03 00:00:00+00,49500,PRICE AVE,2300,
7473,170037000,2018/11/26 00:00:00+00,684000,PRICE AVE,2300,
7474,170037000,2002/08/29 00:00:00+00,382500,PRICE AVE,2300,
7475,170037000,2007/04/10 00:00:00+00,725000,PRICE AVE,2300,
7476,170037000,1990/02/21 00:00:00+00,0,PRICE AVE,2300,
7477,170037100,1990/02/21 00:00:00+00,0,LEWIS ST,105,
7478,170037100,2002/08/29 00:00:00+00,382500,LEWIS ST,105,
7479,170037100,2018/11/26 00:00:00+00,642000,LEWIS ST,105,
7480,170037100,2007/04/10 00:00:00+00,725000,LEWIS ST,105,
7481,170038000,2006/10/31 00:00:00+00,439999,MAURY AVE,121,
7482,170038000,1979/10/10 00:00:00+00,135000,MAURY AVE,121,
7483,170038000,1987/10/08 00:00:00+00,203600,MAURY AVE,121,
7484,170039000,2009/03/16 00:00:00+00,0,MAURY AVE,115-B,
7485,170039000,1978/06/30 00:00:00+00,0,MAURY AVE,115-B,
7486,170039000,1989/05/01 00:00:00+00,3700000,MAURY AVE,115-B,
7487,170040000,1978/06/30 00:00:00+00,0,MAURY AVE,113-115,
7488,170040000,2009/03/16 00:00:00+00,0,MAURY AVE,113-115,
7489,170040000,1989/05/01 00:00:00+00,3700000,MAURY AVE,113-115,
7490,170041000,1955/03/21 00:00:00+00,27500,FONTAINE AVE,2201-03,
7491,170041000,2013/03/18 00:00:00+00,1500000,FONTAINE AVE,2201-03,
7492,170041100,2013/03/18 00:00:00+00,1500000,MAURY AVE,111,
7493,170041100,1955/03/21 00:00:00+00,27500,MAURY AVE,111,
7494,170042000,1990/12/11 00:00:00+00,1200000,FONTAINE AVE,2205-09,
7495,170042000,1993/11/29 00:00:00+00,1600000,FONTAINE AVE,2205-09,
7496,170043000,2017/01/17 00:00:00+00,0,FONTAINE AVE,2303,
7497,170043000,1992/10/13 00:00:00+00,0,FONTAINE AVE,2303,
7498,170043000,1994/01/26 00:00:00+00,225000,FONTAINE AVE,2303,
7499,170044000,2018/03/20 00:00:00+00,0,FONTAINE AVE,2305,
7500,170044000,2000/07/28 00:00:00+00,135000,FONTAINE AVE,2305,
7501,170044000,1999/09/15 00:00:00+00,118000,FONTAINE AVE,2305,
7502,170044000,1995/12/27 00:00:00+00,0,FONTAINE AVE,2305,
7503,170044000,1993/12/22 00:00:00+00,0,FONTAINE AVE,2305,
7504,170044000,2018/04/25 00:00:00+00,228000,FONTAINE AVE,2305,
7505,170045000,2016/12/05 00:00:00+00,325000,FONTAINE AVE,2307,
7506,170045000,2016/06/20 00:00:00+00,217000,FONTAINE AVE,2307,
7507,170045000,1977/10/05 00:00:00+00,1000,FONTAINE AVE,2307,
7508,170045000,2011/12/22 00:00:00+00,0,FONTAINE AVE,2307,
7509,170045000,1980/11/12 00:00:00+00,0,FONTAINE AVE,2307,
7510,170046000,2000/11/03 00:00:00+00,0,FONTAINE AVE,2309,
7511,170046000,1986/04/04 00:00:00+00,0,FONTAINE AVE,2309,
7512,170046000,1988/09/02 00:00:00+00,95500,FONTAINE AVE,2309,
7513,170047000,1999/10/15 00:00:00+00,0,FONTAINE AVE,2311,
7514,170047000,1994/11/28 00:00:00+00,0,FONTAINE AVE,2311,
7515,170047000,1960/12/19 00:00:00+00,11500,FONTAINE AVE,2311,
7516,170048000,1995/08/03 00:00:00+00,0,FONTAINE AVE,2313,
7517,170048000,2005/12/01 00:00:00+00,240000,FONTAINE AVE,2313,
7518,170048000,2017/01/04 00:00:00+00,0,FONTAINE AVE,2313,
7519,170049000,1997/05/05 00:00:00+00,110000,FONTAINE AVE,2315,
7520,170049000,1992/08/14 00:00:00+00,85500,FONTAINE AVE,2315,
7521,170050000,2016/02/26 00:00:00+00,360000,FONTAINE AVE,2317,
7522,170050000,1993/04/01 00:00:00+00,100000,FONTAINE AVE,2317,
7523,170050000,2006/11/30 00:00:00+00,437000,FONTAINE AVE,2317,
7524,170050000,1999/11/15 00:00:00+00,132500,FONTAINE AVE,2317,
7525,170050000,1984/11/30 00:00:00+00,78000,FONTAINE AVE,2317,
7526,170051000,1988/05/06 00:00:00+00,0,FONTAINE AVE,2319,
7527,170051000,2008/10/09 00:00:00+00,0,FONTAINE AVE,2319,
7528,170052000,1971/10/14 00:00:00+00,32500,FONTAINE AVE,2321,
7529,170053000,2016/12/28 00:00:00+00,368000,FONTAINE AVE,2323,
7530,170053000,1988/06/01 00:00:00+00,93500,FONTAINE AVE,2323,
7531,170053000,1988/02/14 00:00:00+00,0,FONTAINE AVE,2323,
7532,170053000,2019/12/19 00:00:00+00,399900,FONTAINE AVE,2323,
7533,170054000,1999/02/17 00:00:00+00,0,FONTAINE AVE,2318,
7534,170054000,1979/03/12 00:00:00+00,29250,FONTAINE AVE,2318,
7535,170054000,1998/04/16 00:00:00+00,77000,FONTAINE AVE,2318,
7536,170055000,1999/05/24 00:00:00+00,54000,FONTAINE AVE,2322,
7537,170055000,2005/03/29 00:00:00+00,200000,FONTAINE AVE,2322,
7538,170055000,2002/08/30 00:00:00+00,148000,FONTAINE AVE,2322,
7539,170055000,2005/03/11 00:00:00+00,0,FONTAINE AVE,2322,
7540,170055000,1989/02/14 00:00:00+00,62500,FONTAINE AVE,2322,
7541,170055000,1981/11/18 00:00:00+00,0,FONTAINE AVE,2322,
7542,170056000,1977/05/02 00:00:00+00,31500,FONTAINE AVE,2324,
7543,170056000,2014/10/14 00:00:00+00,0,FONTAINE AVE,2324,
7544,170057000,1965/09/09 00:00:00+00,4300,FONTAINE AVE,2400,
7545,170057000,2012/06/27 00:00:00+00,0,FONTAINE AVE,2400,
7546,170057000,1996/10/25 00:00:00+00,0,FONTAINE AVE,2400,
7547,170057000,2009/10/21 00:00:00+00,0,FONTAINE AVE,2400,
7548,170057100,1968/07/15 00:00:00+00,17800,PIEDMONT AVE S,103,
7549,170057200,2012/07/17 00:00:00+00,0,PIEDMONT AVE S,105,
7550,170057200,2014/10/13 00:00:00+00,0,PIEDMONT AVE S,105,
7551,170057200,2017/02/17 00:00:00+00,0,PIEDMONT AVE S,105,
7552,170057200,2017/06/21 00:00:00+00,0,PIEDMONT AVE S,105,
7553,170057200,1975/06/19 00:00:00+00,31000,PIEDMONT AVE S,105,
7554,170057300,1979/01/23 00:00:00+00,54800,PIEDMONT AVE S,107,
7555,170057300,2012/07/17 00:00:00+00,0,PIEDMONT AVE S,107,
7556,170057300,2017/06/21 00:00:00+00,0,PIEDMONT AVE S,107,
7557,170057300,2014/10/13 00:00:00+00,0,PIEDMONT AVE S,107,
7558,170057300,2017/02/17 00:00:00+00,0,PIEDMONT AVE S,107,
7559,170057400,2006/07/14 00:00:00+00,0,PIEDMONT AVE S,109,
7560,170057400,2002/01/24 00:00:00+00,0,PIEDMONT AVE S,109,
7561,170057400,1962/04/25 00:00:00+00,13500,PIEDMONT AVE S,109,
7562,170057500,1998/06/15 00:00:00+00,91000,PIEDMONT AVE S,111,
7563,170057500,2011/06/22 00:00:00+00,160000,PIEDMONT AVE S,111,
7564,170057500,2003/07/02 00:00:00+00,175100,PIEDMONT AVE S,111,
7565,170057500,2008/07/01 00:00:00+00,213912,PIEDMONT AVE S,111,
7566,170057500,2015/02/09 00:00:00+00,0,PIEDMONT AVE S,111,
7567,170057500,1962/09/05 00:00:00+00,13500,PIEDMONT AVE S,111,
7568,170057600,1997/08/26 00:00:00+00,75000,PIEDMONT AVE S,113,
7569,170057600,1994/07/19 00:00:00+00,72000,PIEDMONT AVE S,113,
7570,170057600,2006/05/12 00:00:00+00,259000,PIEDMONT AVE S,113,
7571,170057600,2020/04/29 00:00:00+00,0,PIEDMONT AVE S,113,
7572,170057700,2013/03/21 00:00:00+00,0,PIEDMONT AVE S,117,
7573,170057700,1983/08/10 00:00:00+00,61000,PIEDMONT AVE S,117,
7574,170057700,2009/01/20 00:00:00+00,0,PIEDMONT AVE S,117,
7575,170057700,1998/01/06 00:00:00+00,80000,PIEDMONT AVE S,117,
7576,1700577A0,2009/10/15 00:00:00+00,0,PIEDMONT AVE S,115,
7577,1700577A0,2013/03/21 00:00:00+00,0,PIEDMONT AVE S,115,
7578,1700577A0,2009/01/20 00:00:00+00,0,PIEDMONT AVE S,115,
7579,170058000,1982/01/08 00:00:00+00,61500,MONTPELIER ST,111,
7580,170058000,2003/02/21 00:00:00+00,0,MONTPELIER ST,111,
7581,170058000,2002/04/17 00:00:00+00,130000,MONTPELIER ST,111,
7582,170059000,2020/04/29 00:00:00+00,0,MONTPELIER ST,0,
7583,170059000,1985/07/22 00:00:00+00,103000,MONTPELIER ST,0,
7584,170059000,1984/06/20 00:00:00+00,0,MONTPELIER ST,0,
7585,170059000,2018/10/31 00:00:00+00,425000,MONTPELIER ST,0,
7586,170060000,1984/06/20 00:00:00+00,1,MONTPELIER ST,115,
7587,170060000,2018/10/31 00:00:00+00,425000,MONTPELIER ST,115,
7588,170060000,2020/04/29 00:00:00+00,0,MONTPELIER ST,115,
7589,170060000,1985/07/22 00:00:00+00,103000,MONTPELIER ST,115,
7590,170061000,2018/10/31 00:00:00+00,425000,MONTPELIER ST,0,
7591,170061000,1985/07/22 00:00:00+00,103000,MONTPELIER ST,0,
7592,170061000,1984/06/20 00:00:00+00,0,MONTPELIER ST,0,
7593,170061000,2020/04/29 00:00:00+00,0,MONTPELIER ST,0,
7594,170061100,1985/07/22 00:00:00+00,103000,PIEDMONT AVE S,0,
7595,170061100,2020/04/29 00:00:00+00,0,PIEDMONT AVE S,0,
7596,170061100,2018/10/31 00:00:00+00,425000,PIEDMONT AVE S,0,
7597,170062000,1969/10/01 00:00:00+00,17000,MONTPELIER ST,114,
7598,170062000,2016/09/09 00:00:00+00,152000,MONTPELIER ST,114,
7599,170062000,2016/12/16 00:00:00+00,295500,MONTPELIER ST,114,
7600,170063000,1994/04/01 00:00:00+00,32000,MONTPELIER ST,112,
7601,170063000,1967/08/08 00:00:00+00,13300,MONTPELIER ST,112,
7602,170064000,1998/03/09 00:00:00+00,91000,MONTPELIER ST,110,
7603,170064000,2018/06/29 00:00:00+00,305000,MONTPELIER ST,110,
7604,170064000,2018/06/29 00:00:00+00,305000,MONTPELIER ST,110,
7605,170064000,1979/05/18 00:00:00+00,40000,MONTPELIER ST,110,
7606,170065000,2015/03/09 00:00:00+00,275000,FONTAINE AVE,2316,
7607,170065000,2002/12/03 00:00:00+00,210000,FONTAINE AVE,2316,
7608,170065000,2016/06/13 00:00:00+00,315000,FONTAINE AVE,2316,
7609,170065000,2004/10/27 00:00:00+00,265000,FONTAINE AVE,2316,
7610,170065000,1986/07/14 00:00:00+00,0,FONTAINE AVE,2316,
7611,170065000,1998/09/18 00:00:00+00,129000,FONTAINE AVE,2316,
7612,170065100,2001/12/21 00:00:00+00,75000,FONTAINE AVE,2314,
7613,170065100,1998/09/18 00:00:00+00,50000,FONTAINE AVE,2314,
7614,170065A00,2006/02/24 00:00:00+00,200000,MONTPELIER ST,108,
7615,170065A00,2007/10/17 00:00:00+00,0,MONTPELIER ST,108,
7616,170065A00,2015/05/29 00:00:00+00,0,MONTPELIER ST,108,
7617,170065A00,2005/07/01 00:00:00+00,125000,MONTPELIER ST,108,
7618,170065A00,2015/03/30 00:00:00+00,0,MONTPELIER ST,108,
7619,170065A00,2006/11/03 00:00:00+00,429000,MONTPELIER ST,108,
7620,170065A00,2014/11/20 00:00:00+00,0,MONTPELIER ST,108,
7621,170066000,2013/03/23 00:00:00+00,251858,FONTAINE AVE,2312,
7622,170066000,1998/11/18 00:00:00+00,0,FONTAINE AVE,2312,
7623,170066000,2013/12/06 00:00:00+00,224900,FONTAINE AVE,2312,
7624,170066000,2005/11/22 00:00:00+00,395000,FONTAINE AVE,2312,
7625,170066000,1999/05/25 00:00:00+00,172500,FONTAINE AVE,2312,
7626,170066100,2008/08/21 00:00:00+00,0,FONTAINE AVE,2308 ,A&B
7627,170066100,2007/06/13 00:00:00+00,80000,FONTAINE AVE,2308 ,A&B
7628,170067000,2013/12/14 00:00:00+00,0,FONTAINE AVE,2306,
7629,170067000,2012/12/18 00:00:00+00,175000,FONTAINE AVE,2306,
7630,170067000,2012/08/21 00:00:00+00,155836,FONTAINE AVE,2306,
7631,170067000,1999/02/12 00:00:00+00,126000,FONTAINE AVE,2306,
7632,170067000,2015/03/31 00:00:00+00,0,FONTAINE AVE,2306,
7633,170067000,1976/04/02 00:00:00+00,23750,FONTAINE AVE,2306,
7634,170067000,2005/11/22 00:00:00+00,285000,FONTAINE AVE,2306,
7635,170067000,2015/07/31 00:00:00+00,0,FONTAINE AVE,2306,
7636,170068000,2005/03/30 00:00:00+00,236000,FONTAINE AVE,2304,
7637,170068000,1995/03/01 00:00:00+00,90600,FONTAINE AVE,2304,
7638,170068000,1967/11/09 00:00:00+00,17500,FONTAINE AVE,2304,
7639,170068000,2012/09/21 00:00:00+00,0,FONTAINE AVE,2304,
7640,170068000,2006/02/16 00:00:00+00,0,FONTAINE AVE,2304,
7641,170069000,1997/08/21 00:00:00+00,0,FONTAINE AVE,2302,
